feature_name,cell_type_tau,TRA,rank
Abhd11,0.6700708,False,16007
Armc8,0.67001766,False,16008
Nsfl1c,0.67001253,False,16009
Fam133b,0.6699782,False,16010
Zfp874a,0.66989243,False,16011
Naf1,0.6698466,False,16012
Gtf2a2,0.66974646,False,16013
Nbn,0.6696074,False,16014
Sft2d1,0.66947293,False,16015
Hnrnpm,0.6693803,False,16016
Nubp1,0.66935337,False,16017
Hbs1l,0.6693379,False,16018
Zfp677,0.6692614,False,16019
Zbtb17,0.6691559,False,16020
Mlst8,0.6691428,False,16021
Terf2,0.6691217,False,16022
Ctr9,0.66899174,False,16023
Ghdc,0.6688896,False,16024
Ankrd39,0.6688517,False,16025
Lage3,0.6687642,False,16026
Tmem87b,0.66865146,False,16027
Pex6,0.6685743,False,16028
B3gat3,0.6684466,False,16029
Pigh,0.6684387,False,16030
Sike1,0.66842264,False,16031
Polr3d,0.66831696,False,16032
Wbp11,0.6682653,False,16033
Qrich1,0.6681612,False,16034
Ip6k1,0.668123,False,16035
Zbtb2,0.6681187,False,16036
Tmem41b,0.6679844,False,16037
Surf4,0.66797876,False,16038
Prelid1,0.66792387,False,16039
Acin1,0.6679047,False,16040
Cox18,0.6679003,False,16041
Clcn7,0.66783434,False,16042
Usp14,0.6678276,False,16043
Gorab,0.6678006,False,16044
Vwa5a,0.66776234,False,16045
St13,0.6677122,False,16046
Golgb1,0.6676391,False,16047
Yipf1,0.66761464,False,16048
Zscan29,0.6673763,False,16049
Rwdd2b,0.66724354,False,16050
Zbtb43,0.66721934,False,16051
Gm10778,0.667199,False,16052
Chchd7,0.66719663,False,16053
Uchl3,0.66715384,False,16054
Kti12,0.66714466,False,16055
Rbx1,0.6671002,False,16056
Chkb,0.6670342,False,16057
Trim8,0.66698086,False,16058
Srsf2,0.666883,False,16059
Sltm,0.6668783,False,16060
Srsf6,0.66683424,False,16061
Cuedc2,0.6668263,False,16062
Zfp639,0.66661304,False,16063
Ewsr1,0.66656995,False,16064
Kctd6,0.6664458,False,16065
Slc38a10,0.66643125,False,16066
Ssh3,0.6662685,False,16067
Thrap3,0.6662401,False,16068
Dolk,0.6661449,False,16069
Rpl27,0.6661418,False,16070
Meis3,0.6661348,False,16071
Bin3,0.6661264,False,16072
Snx6,0.6660676,False,16073
Rsbn1l,0.6659383,False,16074
Ppil2,0.66591406,False,16075
Ddb1,0.6659017,False,16076
AU022252,0.66586894,False,16077
Zfp595,0.6658585,False,16078
Myl12b,0.66584986,False,16079
Ahctf1,0.6658037,False,16080
Unc119b,0.6655361,False,16081
Med16,0.6654604,False,16082
Nprl2,0.66536474,False,16083
Xab2,0.6652703,False,16084
Gabarapl2,0.66525483,False,16085
Sh3glb1,0.6652258,False,16086
Cbll1,0.66517276,False,16087
Ythdc1,0.6651311,False,16088
Nampt,0.665124,False,16089
Dynlt3,0.6650237,False,16090
Actg1,0.6649974,False,16091
Aip,0.6649586,False,16092
Sec16a,0.6648841,False,16093
Dhrs1,0.6647505,False,16094
Hps1,0.6646825,False,16095
Nt5c,0.66466546,False,16096
Cpsf2,0.6646624,False,16097
Pdpk1,0.66456753,False,16098
Ppib,0.66455686,False,16099
Pld3,0.664519,False,16100
Dusp28,0.6643471,False,16101
Elk1,0.6643249,False,16102
Dcps,0.6642497,False,16103
Psmb7,0.6642222,False,16104
Rps24,0.66411877,False,16105
Timm23,0.664098,False,16106
Rock1,0.66404814,False,16107
Hspa8,0.66401374,False,16108
Ppp4r2,0.6638282,False,16109
Xpo6,0.6635564,False,16110
Ankle2,0.6633141,False,16111
Twf1,0.6632201,False,16112
Drg2,0.6630965,False,16113
Itpa,0.66307235,False,16114
Nudt2,0.66306096,False,16115
Plbd2,0.6629863,False,16116
Traf7,0.66287935,False,16117
Eif3f,0.6628123,False,16118
Tm9sf4,0.6627586,False,16119
Imp4,0.6627088,False,16120
Tor1aip2,0.6626827,False,16121
Msl2,0.66257805,False,16122
Zfyve27,0.66257465,False,16123
Ppig,0.6625321,False,16124
Ndst1,0.6625069,False,16125
Gtpbp6,0.66230196,False,16126
Pknox1,0.66228086,False,16127
Inpp5e,0.66228074,False,16128
Dnajc25,0.66219854,False,16129
Strn4,0.66210276,False,16130
Nkiras2,0.6621,False,16131
Mrpl46,0.6620822,False,16132
Atf1,0.66203356,False,16133
Tubgcp3,0.6619982,False,16134
Tubgcp2,0.6619128,False,16135
Cebpz,0.6618977,False,16136
Calm3,0.6616202,False,16137
Rps23,0.661585,False,16138
Urm1,0.661579,False,16139
Prr12,0.6615778,False,16140
Btg2,0.6614928,False,16141
Hus1,0.6612861,False,16142
Taf12,0.6611817,False,16143
Kbtbd3,0.66105074,False,16144
Amz2,0.66104245,False,16145
Tial1,0.66103387,False,16146
M6pr,0.66085654,False,16147
Phb2,0.6607133,False,16148
U2af2,0.66067535,False,16149
Ppia,0.66060346,False,16150
Pex12,0.66053444,False,16151
Commd3,0.6605209,False,16152
Tmx3,0.6604211,False,16153
Acbd6,0.6603959,False,16154
Alg9,0.6601341,False,16155
Ube2j2,0.6599301,False,16156
Ndfip2,0.6598694,False,16157
Cdk9,0.6598417,False,16158
Mta2,0.65978974,False,16159
Katnb1,0.65977305,False,16160
Chordc1,0.65976626,False,16161
Mier1,0.6597434,False,16162
Xylt2,0.659737,False,16163
Cog8,0.65961945,False,16164
Lsm1,0.6595492,False,16165
Gpd1l,0.6595121,False,16166
Ube2l3,0.65946746,False,16167
Sap30l,0.65946054,False,16168
Cbx4,0.6594466,False,16169
Mtln,0.65941584,False,16170
Itm2b,0.6590703,False,16171
Brd7,0.659019,False,16172
Mfsd6,0.6589316,False,16173
Atox1,0.6588948,False,16174
Pgs1,0.6588432,False,16175
Snip1,0.6587556,False,16176
Zmiz2,0.65862006,False,16177
Ppp2ca,0.6586,False,16178
Mrpl20,0.65856826,False,16179
Rpl28,0.6584,False,16180
Uggt1,0.65836704,False,16181
Dexi,0.65836495,False,16182
Golga2,0.6582044,False,16183
Ldb1,0.65818256,False,16184
Vac14,0.6581691,False,16185
Irf2bp1,0.65816116,False,16186
Cdc42bpb,0.6581493,False,16187
Prkaa1,0.658123,False,16188
Tfip11,0.6580823,False,16189
Lmbrd1,0.6580596,False,16190
Stk4,0.6580517,False,16191
1700123O20Rik,0.6579736,False,16192
Rps19bp1,0.65796304,False,16193
Gnptg,0.6579207,False,16194
Pgam5,0.65791744,False,16195
Srrm1,0.6578159,False,16196
Nfs1,0.6578018,False,16197
Tirap,0.65772086,False,16198
Inpp5b,0.6576558,False,16199
Atp6v1d,0.6576076,False,16200
Vps29,0.6575339,False,16201
Rsrc2,0.65744746,False,16202
Pfdn2,0.65731543,False,16203
Pcyox1,0.65724534,False,16204
Nob1,0.65716445,False,16205
Ap3d1,0.65713,False,16206
Csde1,0.6570998,False,16207
Hipk1,0.6569812,False,16208
Eif5a,0.656877,False,16209
Hps6,0.6568581,False,16210
Patl1,0.65679663,False,16211
Spin1,0.65675914,False,16212
0610009B22Rik,0.6567459,False,16213
Gak,0.65673465,False,16214
Rcn2,0.6566988,False,16215
Klf3,0.6566789,False,16216
Nacc2,0.65665853,False,16217
Cox17,0.6566203,False,16218
Ss18,0.65651906,False,16219
Cbfb,0.6565053,False,16220
Ddx19a,0.6564663,False,16221
Mogs,0.65636545,False,16222
Pdia3,0.6562845,False,16223
Ccdc90b,0.65621275,False,16224
Rps2,0.6560673,False,16225
Fam120a,0.6560473,False,16226
Tstd2,0.65590113,False,16227
Jrk,0.6558824,False,16228
Ppp1r8,0.65581304,False,16229
Lysmd3,0.6553824,False,16230
Ubl7,0.65515757,False,16231
Ankmy2,0.6551456,False,16232
Frg1,0.65511614,False,16233
Ccdc117,0.65508425,False,16234
Rpl18a,0.655056,False,16235
Zbtb24,0.65504783,False,16236
Rnaset2b,0.6550281,False,16237
Usp48,0.65490025,False,16238
E4f1,0.6548886,False,16239
Scaf1,0.65479857,False,16240
Abcb8,0.654733,False,16241
Eif2b5,0.65461576,False,16242
Mkrn2,0.6545877,False,16243
Bri3bp,0.6544469,False,16244
Stk24,0.6543815,False,16245
Fam160b2,0.6542258,False,16246
Jak1,0.65421957,False,16247
Cnpy4,0.6541243,False,16248
Ciz1,0.65403366,False,16249
Slc7a6os,0.6539804,False,16250
Tspyl1,0.653974,False,16251
Zfp472,0.6538311,False,16252
Gtf2f2,0.6537949,False,16253
Ahsa1,0.653732,False,16254
Isg20l2,0.65357524,False,16255
Eci2,0.6535368,False,16256
Thoc6,0.6535233,False,16257
Hdac10,0.65336883,False,16258
Nagpa,0.65330607,False,16259
Anapc11,0.65329444,False,16260
Ube2k,0.6532329,False,16261
Creld1,0.6532259,False,16262
Pphln1,0.65311,False,16263
Gdap2,0.6530641,False,16264
Tmem192,0.653054,False,16265
Toe1,0.65289205,False,16266
Zfp560,0.65283084,False,16267
Vcp,0.6527929,False,16268
Pno1,0.6526624,False,16269
Ammecr1l,0.65254706,False,16270
Pitpna,0.6525433,False,16271
Zbtb4,0.6524943,False,16272
Akt1s1,0.6524608,False,16273
Med20,0.6522115,False,16274
Zhx1,0.65220314,False,16275
Eif3d,0.65217364,False,16276
Thumpd1,0.652157,False,16277
Bfar,0.6521205,False,16278
Srrt,0.6520109,False,16279
Orai3,0.6518964,False,16280
Dand5,0.6518087,False,16281
Rnf20,0.65177673,False,16282
Dpy30,0.65177315,False,16283
Ssr1,0.6517406,False,16284
Glod4,0.65173703,False,16285
Cnot8,0.6516855,False,16286
Fis1,0.6516726,False,16287
Lcmt1,0.65156907,False,16288
Kdsr,0.65148836,False,16289
Zfp707,0.65146,False,16290
Fbxo28,0.6513563,False,16291
Ubtf,0.65133846,False,16292
Mrpl51,0.65129626,False,16293
Fam114a2,0.6512813,False,16294
Plekha3,0.6512659,False,16295
Oxsr1,0.6511546,False,16296
Rnf187,0.6511274,False,16297
Rhbdf1,0.65106606,False,16298
1110004F10Rik,0.6510567,False,16299
Bod1l,0.65095896,False,16300
Eif2s2,0.65095747,False,16301
Mrps35,0.6509543,False,16302
Ppil4,0.6509446,False,16303
Trpt1,0.6509042,False,16304
Spryd4,0.65081525,False,16305
Rpl17,0.65075284,False,16306
Ppp2r1a,0.65063393,False,16307
Upf1,0.65045846,False,16308
Wdr89,0.65043664,False,16309
St6galnac4,0.650346,False,16310
Zbtb7a,0.65027183,False,16311
Tmem183a,0.6502456,False,16312
AW146154,0.6502362,False,16313
Git1,0.65015274,False,16314
Chchd2,0.6500696,False,16315
Prcc,0.64997536,False,16316
Sec62,0.64992243,False,16317
Dpp3,0.6497914,False,16318
Kctd2,0.6497811,False,16319
Zfyve19,0.6497536,False,16320
Zfp119a,0.64964294,False,16321
Psmc2,0.6496319,False,16322
Stk11,0.6496244,False,16323
Trappc1,0.64959055,False,16324
Ccdc6,0.6495337,False,16325
Rnf168,0.6492857,False,16326
Ncbp2,0.6492563,False,16327
Rbfa,0.64915967,False,16328
Cyth2,0.649031,False,16329
Tssc4,0.6489515,False,16330
3830406C13Rik,0.6488963,False,16331
Gnpat,0.64882815,False,16332
Psmc4,0.6486081,False,16333
Yme1l1,0.64857304,False,16334
Eef1b2,0.64854515,False,16335
Thoc7,0.6484357,False,16336
Rpsa,0.64834434,False,16337
Sf3b4,0.6483257,False,16338
Sec14l1,0.6482913,False,16339
Rbbp6,0.64816874,False,16340
Ocel1,0.64816725,False,16341
Sar1a,0.6480887,False,16342
Mgat2,0.6480063,False,16343
Morc4,0.6479967,False,16344
Arl16,0.6479217,False,16345
Prpf8,0.64785296,False,16346
Jkamp,0.6478174,False,16347
Zfp937,0.64764297,False,16348
Higd2a,0.64761865,False,16349
Rabggtb,0.64753085,False,16350
Mfap1a,0.64744604,False,16351
Mrpl1,0.6474258,False,16352
Ap2a2,0.64742213,False,16353
Meaf6,0.6473797,False,16354
Ppp2r2d,0.647378,False,16355
Arfip2,0.6472868,False,16356
Cops7b,0.64705503,False,16357
Nap1l4,0.6469386,False,16358
Tada1,0.64692646,False,16359
Ergic2,0.6468676,False,16360
Fau,0.6468516,False,16361
Guk1,0.64684,False,16362
Rpl23a,0.64679617,False,16363
A130010J15Rik,0.6467343,False,16364
Ubxn1,0.6467128,False,16365
G6pc3,0.64668536,False,16366
Rbm17,0.64661825,False,16367
Rab1b,0.6466095,False,16368
Tbcc,0.6466095,False,16369
Fbxo33,0.6465927,False,16370
Rpusd4,0.6465833,False,16371
Rps9,0.646521,False,16372
B3galt6,0.64638937,False,16373
Bcap31,0.6463222,False,16374
Nol12,0.64631444,False,16375
Pgm3,0.6462094,False,16376
Rnf113a1,0.6461771,False,16377
Man2b2,0.6461102,False,16378
Fbxo22,0.64610225,False,16379
Elac1,0.6460115,False,16380
9130023H24Rik,0.64600074,False,16381
Mtmr4,0.64595354,False,16382
Rfxank,0.64583594,False,16383
Plekhf2,0.6457997,False,16384
Tmem42,0.6457568,False,16385
Cwc22,0.645439,False,16386
Fam3a,0.64538074,False,16387
Anp32a,0.6453703,False,16388
Vps52,0.64530575,False,16389
Hcfc1r1,0.64522135,False,16390
Pih1d1,0.6450601,False,16391
Dbr1,0.64493793,False,16392
Ubr4,0.64484984,False,16393
Pigx,0.644821,False,16394
Mettl6,0.64477676,False,16395
Mtrr,0.64477324,False,16396
Tmem106c,0.6446674,False,16397
Zgpat,0.6446165,False,16398
Rnft1,0.6445435,False,16399
Creb3,0.64431113,False,16400
Uba52,0.64425147,False,16401
Ldlrap1,0.64424425,False,16402
Srd5a3,0.64422137,False,16403
Pcmtd1,0.64417326,False,16404
Poldip2,0.643925,False,16405
Commd9,0.6438577,False,16406
Chtf8,0.64382887,False,16407
Aarsd1,0.6438127,False,16408
Eef1g,0.6437348,False,16409
Coq6,0.6436977,False,16410
Rheb,0.64349085,False,16411
Xpa,0.6433894,False,16412
9130019O22Rik,0.6433463,False,16413
Ikbkg,0.64324903,False,16414
Mlx,0.64321804,False,16415
Tmem39a,0.643132,False,16416
Smcr8,0.64305687,False,16417
Ndufaf4,0.64304495,False,16418
Gpbp1l1,0.6429943,False,16419
Eny2,0.6429934,False,16420
Slc12a6,0.64289737,False,16421
Naglu,0.64284754,False,16422
Tmem160,0.64279324,False,16423
Gtpbp1,0.6427828,False,16424
Mdp1,0.64273936,False,16425
Bahd1,0.64273393,False,16426
Hint1,0.64264023,False,16427
Lrrfip2,0.64263475,False,16428
Tmem143,0.64248955,False,16429
Cibar1,0.64246804,False,16430
Ranbp3,0.64232945,False,16431
Mrps28,0.6422254,False,16432
Gba,0.6422158,False,16433
Znhit3,0.6421689,False,16434
Rnf114,0.6420969,False,16435
Abhd13,0.64208573,False,16436
Rras2,0.64206886,False,16437
Tor1b,0.6419318,False,16438
2610002M06Rik,0.6418973,False,16439
Ube2i,0.6417407,False,16440
Chd1,0.6416667,False,16441
Rdm1,0.64165086,False,16442
Setmar,0.6416015,False,16443
Usp5,0.64147145,False,16444
Ptges3,0.64145005,False,16445
Cyb561d1,0.6414485,False,16446
Eif5,0.64144623,False,16447
Rit1,0.6413779,False,16448
Jmjd4,0.6413216,False,16449
Akirin1,0.641287,False,16450
Usp19,0.64125216,False,16451
Atp6ap1,0.6410957,False,16452
Lrrc58,0.6410049,False,16453
Rnf2,0.6409975,False,16454
Zfp119b,0.6409194,False,16455
Alkbh2,0.6409151,False,16456
Mrpl22,0.6409125,False,16457
Arrdc1,0.64090526,False,16458
Rpl15,0.64088154,False,16459
Ap4s1,0.64085734,False,16460
Crtc2,0.64084816,False,16461
Rsl24d1,0.6408402,False,16462
Traf2,0.64082927,False,16463
Ctdsp2,0.6408092,False,16464
B9d2,0.64079595,False,16465
Eral1,0.6407955,False,16466
Lin37,0.6406022,False,16467
Pwp2,0.64055884,False,16468
Cggbp1,0.6405548,False,16469
Ccdc28b,0.6405204,False,16470
Prdm2,0.6404573,False,16471
Thtpa,0.6403538,False,16472
Psme2,0.64026296,False,16473
Jmjd8,0.6401563,False,16474
Mfsd3,0.6401331,False,16475
Mpg,0.6401319,False,16476
Ubqln1,0.640106,False,16477
Zfp953,0.64006394,False,16478
Rnf166,0.64005286,False,16479
Mmadhc,0.6399459,False,16480
Blzf1,0.63990706,False,16481
Gnas,0.6398589,False,16482
Adat2,0.6398581,False,16483
Swi5,0.639772,False,16484
Mrpl54,0.63969487,False,16485
Acad8,0.6393975,False,16486
Eif2b4,0.6392763,False,16487
Trmt2a,0.6391618,False,16488
Tmem126a,0.639132,False,16489
Clint1,0.6390823,False,16490
Stx3,0.6389751,False,16491
Psme3ip1,0.63896954,False,16492
Gnai2,0.6389316,False,16493
Lsm6,0.63891613,False,16494
Ing1,0.6389012,False,16495
Ppp2r3d,0.6388341,False,16496
F8a,0.63849825,False,16497
Thoc5,0.6384469,False,16498
Nudt14,0.6383723,False,16499
Faim,0.63836384,False,16500
Triap1,0.6382632,False,16501
Prps1l3,0.6382366,False,16502
Dcun1d5,0.63818693,False,16503
Pmvk,0.63814676,False,16504
Sec13,0.63801575,False,16505
Rab28,0.63801163,False,16506
Arhgap1,0.63797045,False,16507
Numa1,0.6379538,False,16508
Zfp212,0.6379047,False,16509
Spns1,0.6378469,False,16510
Gcc2,0.63783514,False,16511
Inpp1,0.63781506,False,16512
Gabpa,0.6375799,False,16513
Hdac5,0.6374507,False,16514
Sypl,0.63725686,False,16515
Atg2a,0.6370957,False,16516
Bop1,0.63695043,False,16517
Alkbh7,0.63693386,False,16518
Aph1a,0.6368712,False,16519
Exosc1,0.63679,False,16520
Spty2d1,0.6367706,False,16521
Ift57,0.6366757,False,16522
Rpl37,0.63666964,False,16523
Crk,0.636526,False,16524
Maf1,0.6365146,False,16525
Tbcb,0.63626736,False,16526
Elof1,0.6362227,False,16527
Noa1,0.6361051,False,16528
Cmc1,0.63604975,False,16529
Rpl14,0.6359708,False,16530
Trim21,0.63591415,False,16531
Cetn2,0.63590384,False,16532
2310022A10Rik,0.63590086,False,16533
Aasdhppt,0.6355656,False,16534
Arpp19,0.635516,False,16535
Trim41,0.6353638,False,16536
Prpf38b,0.63535887,False,16537
Ints5,0.6353507,False,16538
B9d1,0.6353108,False,16539
Cops4,0.63514775,False,16540
Prkaca,0.6348668,False,16541
Ppm1b,0.63483405,False,16542
Psmd14,0.63466996,False,16543
Prdm4,0.634563,False,16544
Arfip1,0.6345588,False,16545
Slc35a5,0.63453406,False,16546
Gpr137,0.6344151,False,16547
Pcnt,0.6344074,False,16548
Arfgef1,0.63427156,False,16549
Gpr180,0.6341061,False,16550
B3galt4,0.6340178,False,16551
Terf2ip,0.63391495,False,16552
Rpl39,0.63390553,False,16553
G3bp1,0.63387024,False,16554
Max,0.6337775,False,16555
Llph,0.63371927,False,16556
Stxbp2,0.63362545,False,16557
Med1,0.63359946,False,16558
Rundc1,0.63353676,False,16559
Reep3,0.6334515,False,16560
Pdf,0.6333954,False,16561
Pdhb,0.63326406,False,16562
Cog2,0.63321316,False,16563
Wipi2,0.6331879,False,16564
Cables2,0.63316643,False,16565
Rpl10a,0.6330556,False,16566
Zfand2b,0.63296884,False,16567
Zfp58,0.6327417,False,16568
Nrd1,0.63268095,False,16569
Styx,0.6325925,False,16570
0610010K14Rik,0.6325405,False,16571
Rpf1,0.6323616,False,16572
Gsk3a,0.6323068,False,16573
Srpr,0.6322369,False,16574
Nrbp1,0.6322316,False,16575
Mrpl19,0.63221437,False,16576
Ngly1,0.6321275,False,16577
Rps3,0.632021,False,16578
Stx12,0.63182855,False,16579
Rnf44,0.63173634,False,16580
Arl6ip4,0.63165045,False,16581
Metap1,0.6315855,False,16582
Ccdc12,0.631574,False,16583
Mnt,0.6314988,False,16584
Cltc,0.6314525,False,16585
Scap,0.63139445,False,16586
Hsd17b10,0.63138735,False,16587
Brd2,0.6312582,False,16588
Clta,0.6311697,False,16589
Apba3,0.6310194,False,16590
Anapc7,0.63099474,False,16591
Zxdc,0.6308815,False,16592
Zfp429,0.630876,False,16593
Golga5,0.6308742,False,16594
Wdr24,0.63071823,False,16595
Taf11,0.6307117,False,16596
Lemd2,0.6307103,False,16597
Txndc9,0.63054353,False,16598
Shkbp1,0.63053244,False,16599
Cyhr1,0.6304852,False,16600
Mrpl10,0.63048077,False,16601
Abcf1,0.6302838,False,16602
Tbccd1,0.63025594,False,16603
Mrps12,0.63023996,False,16604
Cdadc1,0.63021976,False,16605
Deaf1,0.6301621,False,16606
Rbm22,0.63014996,False,16607
Actr8,0.6300878,False,16608
Alg12,0.63000304,False,16609
Sgsh,0.63000184,False,16610
Atxn1l,0.6297314,False,16611
Slc10a3,0.6296517,False,16612
Rpl4,0.62962157,False,16613
Sfxn3,0.62941843,False,16614
Sar1b,0.6293713,False,16615
Atxn10,0.6292623,False,16616
Tysnd1,0.6291872,False,16617
Fam76a,0.62906337,False,16618
Thap1,0.6289403,False,16619
Pcmt1,0.6288588,False,16620
Utp3,0.6287839,False,16621
Yaf2,0.62877905,False,16622
Aimp1,0.6287118,False,16623
Mcoln1,0.62862366,False,16624
Trmt12,0.62860906,False,16625
Alg3,0.62848914,False,16626
Tsen54,0.62848306,False,16627
Cfl1,0.62838846,False,16628
Ddx47,0.6283529,False,16629
Sec63,0.62831396,False,16630
Ccdc130,0.6282861,False,16631
Ywhae,0.62825763,False,16632
Zfp623,0.62806803,False,16633
Tmem70,0.62802625,False,16634
Polr3gl,0.62770885,False,16635
Jmjd6,0.62769836,False,16636
Commd8,0.6276943,False,16637
Riok2,0.6275701,False,16638
Alyref2,0.6275612,False,16639
Foxj2,0.62745935,False,16640
Utp23,0.6274376,False,16641
Stard7,0.6274225,False,16642
Rpl36,0.62742025,False,16643
Zc3h18,0.6273525,False,16644
Pts,0.6270031,False,16645
Trpc4ap,0.6269734,False,16646
Vps26c,0.6268568,False,16647
Csnk1g2,0.62675035,False,16648
Cfap410,0.62672305,False,16649
Dnajc11,0.6266416,False,16650
Rps29,0.62659353,False,16651
Mrpl41,0.62656504,False,16652
Eif2ak2,0.6265335,False,16653
Rps6,0.62653345,False,16654
Rps15,0.6264579,False,16655
Naa50,0.62642825,False,16656
Kif5b,0.62636435,False,16657
Trmt1,0.6263094,False,16658
Arf6,0.6262604,False,16659
Xrn2,0.6261875,False,16660
Stx7,0.6261087,False,16661
Cdk5rap3,0.6260403,False,16662
Srp14,0.62603676,False,16663
Nol7,0.62602913,False,16664
Rps19,0.6259661,False,16665
Pptc7,0.6259346,False,16666
Tsg101,0.62592167,False,16667
Stard3,0.62583685,False,16668
Med24,0.6257027,False,16669
Ogfr,0.6256402,False,16670
Aebp2,0.6256129,False,16671
Abt1,0.6254715,False,16672
Stx5a,0.62532085,False,16673
Psma4,0.6252448,False,16674
Ube3b,0.62519145,False,16675
Sumo3,0.62513083,False,16676
Rpl3,0.6251008,False,16677
Mpv17l2,0.6250624,False,16678
Rpl7a,0.62494886,False,16679
Zfand6,0.62489545,False,16680
Prkx,0.6246551,False,16681
Kpna6,0.6245015,False,16682
Atg12,0.62445676,False,16683
Vps53,0.62445384,False,16684
Psma3,0.6243629,False,16685
Ankrd40,0.6242026,False,16686
Pnpla8,0.62415016,False,16687
Ticam1,0.6240503,False,16688
Wrnip1,0.6238556,False,16689
Atg5,0.6238278,False,16690
Rps11,0.62367404,False,16691
2310009B15Rik,0.6236269,False,16692
Dnaja3,0.6235719,False,16693
Pdzd8,0.6235294,False,16694
Dguok,0.62348425,False,16695
Parp2,0.62302786,False,16696
AI597479,0.6230144,False,16697
Ppp6r1,0.62295955,False,16698
Rps10,0.6229419,False,16699
Pex7,0.62274015,False,16700
Rps21,0.6226661,False,16701
Phax,0.6223702,False,16702
Trafd1,0.62235284,False,16703
Snrpb,0.6222872,False,16704
Zfp938,0.6222224,False,16705
Fam122a,0.62221557,False,16706
Hnrnpc,0.62213856,False,16707
Cd2bp2,0.6220119,False,16708
Prkcsh,0.62177134,False,16709
Sirt7,0.6216851,False,16710
Prrc1,0.6212903,False,16711
Rplp1,0.6212839,False,16712
Rpl36a,0.62124586,False,16713
Rusc1,0.6211555,False,16714
Zfp68,0.6209712,False,16715
Tbc1d10b,0.6208136,False,16716
Zfp410,0.6207659,False,16717
Sbds,0.62071836,False,16718
Wac,0.6206593,False,16719
Rps12,0.6204953,False,16720
Tsr2,0.62047315,False,16721
Pcyt1a,0.6204387,False,16722
Trmt112,0.62042946,False,16723
1110059E24Rik,0.6202911,False,16724
Preb,0.6201671,False,16725
Tmed9,0.6201249,False,16726
Ppp6c,0.6201135,False,16727
Rpl32,0.6200604,False,16728
Pdcl3,0.61993796,False,16729
Hprt,0.6199279,False,16730
Ccdc163,0.61991316,False,16731
Hnrnpul2,0.61987746,False,16732
Rab4b,0.61987716,False,16733
Naa10,0.6198443,False,16734
Glyr1,0.6198348,False,16735
Rps4x,0.61978877,False,16736
Ccdc124,0.6196889,False,16737
Bap1,0.6196143,False,16738
Kbtbd2,0.6195824,False,16739
Mrps25,0.61952585,False,16740
Rtf1,0.6195167,False,16741
Rnf4,0.61932164,False,16742
Dedd,0.61899686,False,16743
Rnasek,0.61888814,False,16744
Tmem33,0.6188532,False,16745
Fbxo6,0.61879826,False,16746
Fam174a,0.618795,False,16747
Ing5,0.61866736,False,16748
Ccdc22,0.6186185,False,16749
Hbp1,0.61858046,False,16750
3110040N11Rik,0.6184269,False,16751
E130311K13Rik,0.61841077,False,16752
Zfp598,0.6183916,False,16753
Dhx15,0.61831677,False,16754
Tmem30a,0.61828476,False,16755
Rpl37a,0.618076,False,16756
Ufm1,0.6180544,False,16757
Arl2,0.6175729,False,16758
Rabac1,0.6175171,False,16759
Rps5,0.6174238,False,16760
Alkbh5,0.61725503,False,16761
Tesk1,0.61719793,False,16762
Asb7,0.61715776,False,16763
Daxx,0.61709094,False,16764
Fastkd5,0.61700135,False,16765
Mapkapk5,0.6169929,False,16766
Rpl18,0.6169648,False,16767
Capzb,0.61682326,False,16768
Map2k1,0.6167025,False,16769
Csnk1d,0.61668974,False,16770
Eif4h,0.6166865,False,16771
Seh1l,0.6165755,False,16772
Exoc7,0.6165458,False,16773
Snx11,0.6165428,False,16774
Rnaseh1,0.61651844,False,16775
Rnpepl1,0.6163988,False,16776
Naga,0.6163391,False,16777
Brpf1,0.61629885,False,16778
Med29,0.6162097,False,16779
Atpaf2,0.61617935,False,16780
Hmg20b,0.616142,False,16781
Bloc1s1,0.61607724,False,16782
Timm22,0.6155577,False,16783
Ecd,0.6154818,False,16784
Tmem129,0.6154738,False,16785
Hars2,0.6154663,False,16786
Mical1,0.6153914,False,16787
Zfp687,0.6152794,False,16788
Bax,0.615265,False,16789
Actr1a,0.61513555,False,16790
Tada2b,0.6149165,False,16791
Sec22b,0.61473036,False,16792
Tmem115,0.6146627,False,16793
Fam32a,0.614453,False,16794
Commd5,0.614404,False,16795
Gng5,0.614361,False,16796
Mul1,0.61435455,False,16797
Tfam,0.6143396,False,16798
Arl6ip5,0.61415493,False,16799
Mtch1,0.6141064,False,16800
Eif3e,0.6140564,False,16801
Ppp1ca,0.61405075,False,16802
Lrp10,0.6136837,False,16803
Cab39,0.61367995,False,16804
Rps27a,0.6134074,False,16805
Ubap1,0.613348,False,16806
Nsa2,0.613268,False,16807
Vdac2,0.6132135,False,16808
Dr1,0.61303365,False,16809
Cutc,0.61294585,False,16810
Zbtb22,0.6128792,False,16811
Alg11,0.61283946,False,16812
Rpl23,0.61282456,False,16813
Cfdp1,0.6127981,False,16814
Tmed5,0.6127096,False,16815
Poglut1,0.61267376,False,16816
Dnajc8,0.61259794,False,16817
Fgfr1op2,0.6125113,False,16818
Pramel12,0.6124248,False,16819
Bscl2,0.6123936,False,16820
Nudt16l1,0.6122488,False,16821
Rpl19,0.611936,False,16822
Lrrfip1,0.61179394,False,16823
Tmem177,0.6117832,False,16824
2210016F16Rik,0.6117691,False,16825
Zc3h13,0.6117291,False,16826
Ccni,0.61165917,False,16827
