,entropy
Grem1,2.7510774788642025
Scg5,2.8316685490585147
Arhgap11a,4.12468984062399
Gjd2,1.5625328959754703
A530058N18Rik,1.6963206078387612
Actc1,2.673894588862039
C130080G10Rik,2.667266893445739
Aqr,4.333437910692345
Zfp770,4.180505434100307
Atpbd4,4.265901699559726
3110099E03Rik,2.907640165250652
BC052040,4.199275620615475
Meis2,3.9407485481160864
2810405F15Rik,3.5570401195678847
Tmco5,2.5956971732024354
D330050G23Rik,4.01876056647806
Spred1,4.113814001748727
Mir674,4.03806561903741
Fam98b,4.322222578064279
Rasgrp1,3.7638440977508862
Thbs1,3.990382741155093
Fsip1,3.818533892794656
Gpr176,3.9594024743592704
Eif2ak4,4.247160750095206
Srp14,4.363147913628895
Bmf,4.18788314585702
Bub1b,4.053879423784245
Pak6,3.927568829649866
Gm1337,3.4838174740671386
Plcb2,3.5928152626697627
5430417L22Rik,4.185239084582656
A430105I19Rik,4.020659942874189
Phgr1,0.7464193232699128
Disp2,2.656919213291276
D2Ertd750e,4.231430184951389
Ivd,4.234652107932653
Bahd1,4.298009828579907
Chst14,4.076955367946414
Ccdc32,4.238091760949908
Rpusd2,4.219894276662115
Casc5,4.007279692637062
Rad51,4.155298968859251
Fam82a2,4.255822828288562
Gchfr,3.602067241355578
Dnajc17,4.268360707501762
Gm14137,4.006255363968523
Zfyve19,4.183325261643854
Ppp1r14d,2.756210473061854
Spint1,3.5283602927100026
Rhov,3.648714095749098
Vps18,4.177158995679819
Gm14207,3.832044849846438
Dll4,3.8464291347993016
Chac1,3.9357029211050736
Ino80,4.341325035060913
Exd1,4.058631648392887
1500003O03Rik,4.364271992234934
1700020I14Rik,4.284513662036099
Oip5,4.202680877102558
Nusap1,4.236793291935895
Ndufaf1,4.23629007069947
Rtf1,4.332397071689322
Itpka,3.7026217136967436
Ltk,3.6632373426838587
Rpap1,4.176484135757833
Tyro3,3.7317328730429895
Mga,4.321969419602209
Mapkbp1,4.167601919771372
Jmjd7,4.1787347007270235
Pla2g4b,4.1002342516366
Ehd4,4.284347182830064
Pla2g4e,3.371426811728293
Pla2g4f,3.537929751369311
Vps39,4.211231166572853
Tmem87a,4.251865163526907
Ganc,4.246033575801452
4931402G19Rik,3.41410052292158
Capn3,3.0719307200709705
Zfp106,4.338201486155943
Snap23,4.327989844278313
Lrrc57,4.240155896725564
Haus2,4.208097642674133
Cdan1,4.177240171491026
Ttbk2,4.25384090022002
AV039307,4.060293688730825
Ubr1,4.300899137114403
Tmem62,4.234030562632434
Ccndbp1,4.276029069938434
Epb4.2,3.8937013181113582
Tgm5,2.211795092189362
Lcmt2,4.246710155549946
Adal,4.2344622390861
Zscan29,4.209025661058189
Tubgcp4,4.187609005511545
Trp53bp1,4.2148348910390325
Mtap1a,3.49438615192796
Ppip5k1,4.10039763515492
Ckmt1,3.1148675647200776
Strc,3.071136848154588
Catsper2,4.11019273505216
Pdia3,4.361269863081473
Ell3,3.8377017031986176
Serf2,4.263451290750233
Serinc4,4.052637021114412
2310003F16Rik,4.323570922047043
Mfap1b,4.162312765326738
Mfap1a,4.31776375585801
Wdr76,4.1634588577120875
Frmd5,3.7175456802080147
Casc4,4.226968954988007
Mageb3,3.540091917255958
Ctdspl2,4.290667889214574
Gm9781,4.270946294674834
Spg11,4.235160144683301
Patl2,3.4955460029253786
B2m,4.293725052816312
Trim69,4.0880860851102545
Sord,4.125116701563432
Duox2,2.753946149480594
Duoxa2,3.2303085113546257
Duoxa1,3.5056451681493446
Duox1,3.535482782212835
Shf,4.253223826468724
Slc28a2,3.8246344613860614
Bambi-ps1,4.020266790534317
Gm14085,3.249560937222812
Gatm,3.8016572352654885
Spata5l1,4.018018633322238
AA467197,4.019940711428281
Slc30a4,4.275006805061706
Pldn,4.264761454584506
Sqrdl,4.183732172595795
Sema6d,3.966154857197446
Slc24a5,4.076356868321411
Myef2,4.259982056717028
Ctxn2,2.1357598424164053
Slc12a1,1.712658959670728
Dut,4.293319861690879
Fbn1,3.6314174565865236
Cep152,4.035507893053778
Shc4,3.950224792178627
Eid1,4.297450540999302
Secisbp2l,4.255355035478216
Cops2,4.35564224677994
Galk2,4.24531778400856
Fgf7,3.7104142476073374
Dtwd1,4.227511388268828
Atp8b4,3.7236056608938166
Slc27a2,2.6588724202571252
Hdc,4.121033833431948
Gabpb1,4.284988678117783
Usp8,4.299857266215476
Usp50,4.0117085898620815
Trpm7,4.3251700167347655
2010106G01Rik,4.2909561321374206
Ap4e1,4.277548020710854
Blvra,4.286256534219943
Ncaph,4.028805729149655
Itpripl1,4.1075689677305975
1810024B03Rik,4.254212382745883
Snrnp200,4.3163593455310645
Ciao1,4.265775808259295
Tmem127,4.234799325081791
Stard7,4.277041015856111
Dusp2,4.0795564335580625
Astl,3.556075296896544
Adra2b,3.675332538553738
Gpat2,3.9728528935179486
Fahd2a,4.210336512823065
Kcnip3,3.848124883736809
Prom2,3.666749228414477
Zfp661,4.139317309045174
Mrps5,4.350448714689185
Mal,3.282973038701835
Mall,3.922797342984328
Nphp1,4.210840078024791
1500011K16Rik,4.327788280611501
Bub1,3.7801391099548356
Acoxl,4.041583352178158
Bcl2l11,4.282401371118202
Gm14005,4.155493997185329
Anapc1,4.295385373327741
Mertk,3.563312670810153
Tmem87b,4.275104147242094
Fbln7,3.7675747454134023
Zc3h8,4.2719530811129856
Zc3h6,4.313374070677387
Ttl,4.234033314354848
Polr1b,4.231017426589318
Chchd5,4.306217528609684
AI847159,3.2422179659615735
Slc20a1,4.259163763264223
A730036I17Rik,3.872941980256312
Ckap2l,4.145480479321493
Gm14023,4.078074287072927
Il1a,3.6129695655590734
Il1b,3.9437496453736425
Gm14047,3.8305314025188455
F830045P16Rik,2.5595474518869783
Sirpa,3.981548680310874
Pdyn,1.4844512246398973
4932416H05Rik,4.161189374651302
Stk35,4.274189543504805
Tgm3,3.025908162700083
Snrpb,4.374000018898338
Nop56,4.330782498563023
Idh3b,4.345932794242829
Ebf4,3.87797660037767
Cpxm1,3.6309145793154007
Fam113a,4.214132169927607
Vps16,4.265818459956709
Ptpra,4.288315854481374
4930473A02Rik,4.006088884762488
Mrps26,4.3531354276609635
Oxt,4.090498657736558
Ubox5,4.155592027296321
Fastkd5,4.234453983918859
Prosapip1,3.9545594429109734
Ddrgk1,4.370140040282373
Itpa,4.30390057833726
Slc4a11,4.0022677742256185
4930402H24Rik,4.195387436844768
Gm14057,4.239429098043018
A730017L22Rik,4.156963760919603
Atrn,4.197989878317624
Gfra4,3.538549920808322
Adam33,3.7093108069194014
Siglec1,3.7233346162360568
Hspa12b,3.854670887393949
1700037H04Rik,4.243923692640666
Spef1,4.222318544108677
Cenpb,4.277310684652663
Cdc25b,4.098278120965687
2310035K24Rik,4.218514631836893
Mavs,4.198849791571938
Pank2,4.339973251425131
Rnf24,4.209026692954094
Smox,4.137358082686545
Adra1d,3.6916416533350582
5330413P13Rik,2.817101618530435
Prnp,4.156469826746324
Prnd,3.9157209448319272
Rassf2,3.9832660990623903
Slc23a2,4.213172162770491
5730494N06Rik,4.293619455468682
Pcna,4.331164300047938
Cds2,4.282052590302253
Prokr2,3.3829032140203683
1700026D11Rik,3.086258594714351
Gpcpd1,4.318383237366418
AU019990,3.922941808411053
1110034G24Rik,4.199159016378189
Chgb,2.200705478879077
Trmt6,4.281458562226173
Mcm8,4.159248034488362
Crls1,4.231270585051388
Lrrn4,2.1820665151265186
Fermt1,3.1379104882132802
Bmp2,4.031541973124882
Hao1,2.33162520805658
Tmx4,4.220430174602203
Plcb1,3.9474042767044772
4930545L23Rik,3.5043215896683044
Plcb4,3.995557699119555
6330527O06Rik,2.680547049780063
Pak7,2.5720700246442516
Ankrd5,3.536818743444737
Snap25,2.762512777302722
Mkks,4.350924762666773
2210009G21Rik,4.201108267743068
Jag1,4.043471721684631
Btbd3,4.120882488699189
Sptlc3,2.687316286918023
Ism1,3.7595765202523763
Tasp1,4.205015025640068
Esf1,4.361679525755828
2310003L22Rik,4.257756601214863
Macrod2,4.1798570595065545
Flrt3,3.7370488567811586
Kif16b,4.262870677320921
Snrpb2,4.335818150580286
Otor,1.6347105748895738
C630020P19Rik,2.631630540343107
Pcsk2,2.2262366473649626
9430032N09Rik,2.6677334823775296
Bfsp1,3.9490267610327168
Dstn,4.2946307134557555
Rrbp1,4.321356129469232
Gm5535,3.5846165057378307
Snx5,4.315445429724379
Snord17,3.893607759549289
8430406I07Rik,4.193832713680968
Ovol2,3.105735629924564
Csrp2bp,4.273537041327431
Zfp133-ps,3.995474803481839
6330439K17Rik,3.8110189388825546
Polr3f,4.246810249452747
Rbbp9,4.193134120153164
Sec23b,4.271316745304793
Gm561,4.324078958797692
Dtd1,4.2779631868300365
Slc24a3,3.8036412271258415
Gm14092,3.279741484692123
BC039771,3.982277198819929
Rin2,4.1498519343411235
Naa20,4.338260992153141
Crnkl1,4.289854067310691
4930529M08Rik,3.4994813099424213
Insm1,3.012282665202826
Ralgapa2,4.263635312186656
A930019D19Rik,3.8348595179104588
Plk1s1,4.28839462253547
Xrn2,4.344688671746487
Nkx2-2,2.492551266278069
Nkx2-2as,2.6517452872227194
Pax1,3.5494144088286275
Foxa2,2.652055543924876
Sstr4,3.8043690577042932
Thbd,3.917806750421591
Cd93,3.831185280557426
Nxt1,4.28399358649989
Gzf1,4.247826322954046
Napb,3.9127607794452763
Cst9,2.7959064766381023
9230104L09Rik,3.3711292817423004
Cst3,4.296899164620635
Cst10,3.3326760248011866
Tmem90b,3.567351511383015
Zfp120,4.215343959685587
Gm14139,4.039098890803794
Zfp937,4.1629153925353615
3300002I08Rik,4.215656624144855
Zfp442,4.194909325075369
Zfp345,3.7563721395015004
Cst7,3.7019822822008357
2310001A20Rik,4.257413323843742
Acss1,4.007955584454953
E130215H24Rik,3.984681860244293
Entpd6,4.104379721452998
Pygb,4.26961583688776
Abhd12,4.167406203514691
Gins1,4.108629068790515
Ninl,4.000216021200825
Nanp,4.145806214462227
Nsfl1c,4.330546538366039
Fkbp1a,4.348055404119778
Sdcbp2,3.840985539934192
Snph,3.4016943824189405
5430405G05Rik,3.8791453944729337
Psmf1,4.263629120811225
Rspo4,2.8594700605184404
Angpt4,3.5272702666688343
Fam110a,4.22356885798045
Slc52a3,4.022524234809541
Scrt2,3.467036094926549
Srxn1,4.1225600074757045
Tcf15,3.6467899538512447
Csnk2a1,4.365714582710371
Tbc1d20,4.079898679033279
Rbck1,4.334512802260237
Trib3,4.148781858287456
Nrsn2,1.5930603324515713
Sox12,4.216641740768997
Zcchc3,4.122473672184972
6820408C15Rik,3.5707007015259173
Defb29,1.533052489877822
Defb45,2.4666807760220313
Defb25,3.527929992117544
Rem1,3.480829447491048
H13,4.364740816941186
Mcts2,4.155326486083389
Id1,4.116600464658006
Cox4i2,3.9195286407220298
Bcl2l1,4.222724767130015
Tpx2,4.17140273635544
Mylk2,3.5321576696410535
Foxs1,3.7316186765628165
Dusp15,3.411079475676524
Ttll9,3.9981597966271094
Pdrg1,4.330300259210003
Xkr7,2.631472832252266
BC020535,3.747882387924309
Hck,3.4908691067178155
Tm9sf4,4.284187926895365
Tspyl3,4.014819756016189
Plagl2,4.202195198096521
Pofut1,4.240580349907893
Kif3b,4.217022854323309
2500004C02Rik,4.117118820367708
Asxl1,4.305200423212481
8430427H17Rik,4.132102636841479
Commd7,4.3195788607552155
Dnmt3b,4.189817606713925
Mapre1,4.358262574448486
Efcab8,3.894848786357915
Bpifb3,2.879614560396652
Bpifa1,2.7374815623828943
Bpifb1,2.8894031249531595
Bpifb5,3.598335561797157
Cdk5rap1,4.209687794264011
Snta1,4.047662938886158
Cbfa2t2,4.234814459555067
Necab3,3.9908457184512156
1700003F12Rik,4.155947687418305
E2f1,4.170176156089487
Pxmp4,4.220035302435822
Zfp341,4.193110730512646
Chmp4b,4.254336210254504
Raly,4.362822178488161
Eif2s2,4.307380475294819
a,3.9771129037798207
Ahcy,4.166553513531713
Itch,4.323058413747472
Dynlrb1,4.365145664101317
Map1lc3a,4.284269446671875
Pigu,4.165238190217914
Mir695,3.99707561799607
Trp53inp2,4.226426177741884
Ncoa6,4.276662310058911
Ggt7,3.6811221625123838
Acss2,4.163469176671139
4930471I20Rik,3.7207737945647095
Gss,4.182287862293849
Myh7b,3.700401073708803
Trpc4ap,4.3169802029006785
Edem2,4.210597926452376
Procr,4.022858913048121
Mmp24,3.666502261327838
BC029722,4.316666850510806
Eif6,4.342972628856178
Fam83c,3.219532422416864
Uqcc,4.249476324506423
Gdf5,3.3665297777276257
Cep250,4.240926035036128
6430550D23Rik,4.098706357766335
Ergic3,4.363713392584931
Fer1l4,3.279191484174664
Spag4,4.034598104830715
Cpne1,4.331806827231562
Rbm12,4.296255949506409
Nfs1,4.280438705106556
Romo1,4.290294686862202
Rbm39,4.37211268128777
Phf20,4.2821912083188485
Scand1,4.220973295813628
4921517L17Rik,4.165330372918777
2900097C17Rik,4.340717592338065
Epb4.1l1,4.145535169804467
0610011L14Rik,4.248409000175168
Dlgap4,4.330081153312804
4930405A21Rik,4.069171089203062
Myl9,3.8783484268688353
Tgif2,4.252048840998029
5430405H02Rik,4.24565074242063
1110008F13Rik,4.366709330362962
Sla2,2.8132375123308493
Ndrg3,4.27394532814058
Dsn1,4.125212323917311
9830001H06Rik,4.0445218477508
Gm1332,3.5161677546597345
Samhd1,4.247539799857708
Rbl1,4.180671913306343
4922505G16Rik,3.9924974398301023
Rpn2,4.357293280228223
Manbal,4.328097505417753
Src,4.148928043540689
Blcap,4.224231335151573
Nnat,3.8710212780114763
Ctnnbl1,4.302390570662685
Vstm2l,3.518547650582374
Tti1,4.133226371482216
Rprd1b,4.285354313233517
2010009K17Rik,3.8661706793265416
Tgm2,4.107899518385556
D630003M21Rik,3.743151145199073
Lbp,3.8693196816638395
9430008C03Rik,4.261933027908416
Snhg11,3.579094486783928
Ralgapb,4.303290383892
Adig,3.879992581011084
Arhgap40,3.458854536259704
Gm14204,3.50580167236163
Slc32a1,3.274620873245334
Actr5,4.233523901742992
Ppp1r16b,3.9689949786937944
Fam83d,3.912675132085147
Dhx35,4.222338838061479
Gm826,3.9983097654986617
Mafb,4.174103207939289
Top1,4.327382745520767
Plcg1,3.9883261726160755
Zhx3,4.129319269619915
Lpin3,3.9324252757449303
Emilin3,3.537373559476421
Chd6,4.334525185011099
Ptprt,3.1553629436575363
9430021M05Rik,2.4319261779703734
Srsf6,4.374000362863639
L3mbtl1,3.910599989419836
Sgk2,3.051398743280365
Ift52,4.239388854102716
Mybl2,3.8896559421977632
Gtsf1l,3.7975437542221515
Tox2,4.0442604341214885
Jph2,3.843521596103815
3230401D17Rik,4.336405643315633
Gdap1l1,3.481569660820362
Fitm2,4.06772574700521
2310001K24Rik,4.009536792946986
R3hdml,3.350852183240274
0610008F07Rik,2.9248518449837
Hnf4a,2.731098426296121
Ttpal,4.269879314308882
Serinc3,4.218275231986892
0610039K10Rik,4.107110461983397
Pkig,4.306318654408392
Ada,4.192122174235487
Wisp2,3.375772813315596
Rims4,2.976106114593834
Ywhab,4.375704366968388
Pabpc1l,4.117628920910167
Tomm34,4.3029653366818685
Stk4,4.238779347588058
Kcns1,4.009880070318108
Wfdc5,3.4399381644913034
Wfdc12,3.6135312608967913
Wfdc15b,3.05073798593575
Slpi,3.950456968757292
Matn4,3.895068236220416
Rbpjl,3.5518751365971726
Sdc4,4.210003210445693
Sys1,4.365180404596791
Dbndd2,4.1359577999432195
Pigt,4.345941393375372
Wfdc2,3.515864033298311
Spint3,3.2039535459711073
Wfdc6a,3.6914583198292386
Wfdc8,3.5855747930684383
Wfdc13,2.529185290738356
Wfdc3,3.050348273248895
Dnttip1,4.246212093793047
Ube2c,3.923902159533471
Tnnc2,3.598175273966553
Snx21,4.1455372335962775
Acot8,4.286685458951195
Zswim3,4.1667719314983085
Zswim1,4.154687054587481
Neurl2,4.112564031842257
Ctsa,4.279537516016035
Pltp,4.057441528448916
Pcif1,4.298361361118271
Zfp335,4.198949541509438
Mmp9,3.646029790534431
Slc12a5,3.9272757712127957
Ncoa5,4.256273078868521
Cd40,4.011803180320056
Cdh22,3.226553786120989
Slc35c2,4.19573656162602
Elmo2,4.231094130851602
Zfp334,3.9495399572628918
Ocstamp,3.735854953218869
Slc13a3,3.089224951476433
2810408M09Rik,4.214515347273729
Slc2a10,3.86372852568429
Eya2,3.9916581644938915
Zmynd8,4.289609851946467
Ncoa3,4.272979817538636
Sulf2,4.124977051650931
5031425F14Rik,3.9783666573046106
Prex1,4.1260829000959784
Trp53rk,4.2347838466432135
Arfgef2,4.263287907231914
Cse1l,4.308553740939004
Stau1,4.32904581775461
Ddx27,4.304164055758382
Znfx1,4.254481019646531
1500012F01Rik,4.294483840271918
Snord12,4.002056923495661
Kcnb1,4.024686400696189
Ptgis,3.6493690056835835
B4galt5,4.2496734166243115
Slc9a8,4.234324996930711
Spata2,4.294657198783988
Rnf114,4.2968826542861525
Snai1,3.9567047544978364
Ube2v1,4.369368526110603
Tmem189,4.153963007627349
Cebpb,4.195066517218258
A530013C23Rik,4.02076382039531
Ptpn1,4.320330080974185
Fam65c,3.909678506376513
Pard6b,4.043800896478383
E130018N17Rik,2.936421461872543
Adnp,4.334437473859159
Dpm1,4.376572191424642
Mocs3,4.201770056983588
Kcng1,3.9478627824516774
Nfatc2,4.026106977392316
Atp9a,4.107909149414004
Sall4,2.36478363512558
Zfp64,4.22850028851129
1700017J07Rik,3.7907318653867774
Tshz2,3.905404049571969
A630075F10Rik,3.6727572703397184
Zfp217,4.244773286935929
Bcas1,3.3935688900962764
1700040N02Rik,3.06473874957719
Cyp24a1,2.042142806245744
Pfdn4,4.350711504179703
Gm16796,4.102366148576696
Dok5,3.4992302152721617
Cbln4,1.6417635834014574
2010011I20Rik,4.252011348780141
Aurka,4.058726238850861
Cstf1,4.188593778170385
Cass4,3.6431924207604967
2410001C21Rik,4.313425665472646
Gcnt7,4.007140386689864
1700029J11Rik,3.9934460961322613
Tfap2c,2.9132598703502453
Bmp7,3.981947680060876
Spo11,3.1173368916211657
Rae1,4.282967538004843
Rbm38,4.128171113442755
Ctcfl,3.6875811429481873
1300015D01Rik,3.45639208866465
Pck1,2.61703024518076
Zbp1,4.130240064732634
Pmepa1,4.169192415326552
Ppp4r1l-ps,4.174256272498557
Rab22a,4.310336169132547
Vapb,4.3494422722163355
Stx16,4.317582486144
Npepl1,4.310797770567462
Nespas,3.7392846312423753
Gnas,4.361160482115524
Th1l,4.2132426756573444
Ctsz,4.3031813468913525
Tubb1,3.4654239295573612
Atp5e,4.205365870247828
Slmo2,4.322668357095315
Zfp831,3.41739743033862
Edn3,3.1923474687602815
Gm14393,4.086251030225548
Gm14306,4.098761048249309
Gm14436,3.792620578858553
100043387,4.222624329261911
Gm14295,4.268250294639909
Gm14420,4.15784809571034
Gm14403,4.107634321137925
Gm14322,4.142484541543463
Gm14325,4.2359860053727445
Gm14327,4.20146323993445
Gm14326,4.277108089089947
Etohi1,4.277737545592105
Zfp931,4.1545305503751955
Phactr3,3.293742936264166
Sycp2,3.7701269679522063
Ppp1r3d,3.9413401684350546
9030418K01Rik,3.9163662237379646
Cdh26,3.5770238156675394
Cdh4,3.8045730291282163
Taf4a,4.2930973161406625
4921531C22Rik,4.214917442711447
Lsm14b,4.293950694054243
Psma7,4.380030418568191
Ss18l1,4.191757914980959
Gtpbp5,4.224689152968169
Hrh3,2.475734802676704
Osbpl2,4.259943876568537
Adrm1,4.369552891512328
Lama5,4.058034180663789
Rps21,4.087002938375121
Cables2,4.292536996664151
BC066135,3.0058725278398675
Gata5,3.2533627857027856
Gm14318,3.4709115519810916
Gm6307,3.4124952368584265
Slco4a1,3.7081237826631464
1600027N09Rik,4.049831640113538
Ogfr,4.312587422032341
Col9a3,3.48655853355659
Tcfl5,3.6830002130598056
Dido1,4.318078140143787
2310003C23Rik,4.316322885209082
Slc17a9,3.8040801268508435
Ythdf1,4.349942053799743
Birc7,2.1260806588258467
Nkain4,3.585466100033093
Arfgap1,4.284020759758727
Col20a1,4.184802936580067
Chrna4,3.038366241963283
Kcnq2,2.781468017150217
Eef1a2,2.9799746923423425
Ppdpf,4.362268394352382
Ptk6,3.591352722206825
Srms,3.945654525214599
BC051628,1.9508365289720757
BC006779,4.2706264069442295
Gmeb2,4.3259091981681745
Stmn3,3.423013351819894
Rtel1,4.238306051332883
Arfrp1,4.315188831609292
Zgpat,4.233250105362819
Lime1,4.193139967563293
Slc2a4rg-ps,4.185766727355502
Zbtb46,3.9534989978857533
Tpd52l2,4.329912266349657
Dnajc5,4.340870312932031
Uckl1,4.2718664018569505
Gm16119,4.1058474213954606
Znf512b,4.1882597878624095
Samd10,4.071384161954364
Prpf6,4.325606852667957
Sox18,3.5250372439300315
Tcea2,4.160719174083843
Rgs19,4.153789649115279
Oprl1,3.5387965439296596
Myt1,2.3735949942598853
Pcmtd2,4.304391416822823
Polr3k,4.284267038914762
Hnf4g,2.5130768797105927
1110015O18Rik,2.1832120915639157
2700069I18Rik,3.517487205557154
Zfhx4,3.6455891709829205
Pxmp3,4.268381001454564
Pkia,3.9223931837548007
Fam164a,4.1686668363455155
Il7,3.8549790803042954
Stmn2,3.7803509925806984
Hey1,3.8412971724975553
Mrps28,4.367478092812318
Tpd52,4.312065626669623
Zbtb10,4.211567908603243
C030034L19Rik,4.013075851936441
Zfp704,4.220430174602203
Pag1,4.020314601711257
Fabp5,4.125198565305242
Gm9833,4.148094615614608
Pmp2,3.6375675561813776
Fabp4,3.455262162648481
Fabp12,3.726306476442966
Impa1,4.3190374593703
Slc10a5,2.9496582785788497
Zfand1,4.275766624413217
Chmp4c,3.6638956922713612
Snx16,4.237754330988916
Ralyl,2.787136737305306
Gm6300,2.8493356388510476
Lrrcc1,4.245177446165457
E2f5,4.285277608971232
1810022K09Rik,4.363761891692475
Car13,4.044952148343259
Car1,1.929511024230389
Car3,3.277238105226164
Car2,3.563153414875454
A930001A20Rik,3.3752695920791718
Gm9733,3.1002380325070837
Sirpb1a,3.489176109502722
Sirpb1b,3.6119717222187675
LOC100038947,3.5445366368848568
Gm5150,3.359098063418542
Ythdf3,4.358756164656462
2610100L16Rik,2.7644654683206182
Bhlhe22,3.4917868061428194
Cyp7b1,3.710546674248502
Armc1,4.3277415013304665
Mtfr1,4.318257690031288
Pde7a,4.208500770007755
Trim55,3.394485213660073
4632415L05Rik,4.1877008442471055
Cp,3.8756875112946862
Hps3,4.203236037099543
Hltf,4.234339099508082
Gyg,4.215309907120716
Cpa3,2.815245925727625
Cpb1,1.3376851000032208
Agtr1b,3.6812690356962205
Tbl1xr1,4.32663978046904
Nlgn1,3.003765740366798
Ect2,4.17428275782679
Nceh1,4.211747458490743
Tnfsf10,4.110932604416172
Ghsr,2.980417375685663
Fndc3b,4.1741272855104095
Mir3092,3.8626605134224317
Tmem212,3.9122847314676883
Pld1,4.053235520739415
Tnik,4.049110688841122
Slc2a2,2.816542330949829
Eif5a2,4.125745470134985
Rpl22l1,4.175990201584555
Egfem1,3.7696667423784973
Mecom,3.8350108626432178
Arpm1,3.2096069596702694
Mynn,4.290188057618667
Lrrc34,3.9591758012254332
Sec62,4.297503855621069
Gpr160,3.9021064542243256
Phc3,4.263671428543337
Prkci,4.259929773991166
Skil,4.240571406810049
Cldn11,3.01783082551966
Slc7a14,2.3210659892415557
Kcnmb2,2.6644152491117827
Zmat3,4.245837859544769
4930429B21Rik,3.89615138295555
Pik3ca,4.34711500298486
Kcnmb3,4.039619998235908
Zfp639,4.329370520999439
Mfn1,4.288509162980945
Gnb4,4.029000757475734
Actl6a,4.288497812125987
Mrpl47,4.25898971682155
Ndufb5,4.365297352799378
Usp13,3.6715499521306616
Pex5l,3.0846412698656374
4930419G24Rik,2.6081968722671443
Ttc14,4.3252690787416626
Ccdc39,4.072596295677645
Fxr1,4.340200612489571
Dnajc19,4.364293318083641
Sox2ot,1.6463734063751843
Sox2,3.164216266558652
Atp11b,4.3157408959185615
Dcun1d1,4.351291429678413
Mccc1,4.237660084496243
A330050B17Rik,3.955959381688997
Acad9,4.26084334583255
D3Ertd254e,4.2418172491328985
Anxa5,4.302920965157946
1810062G17Rik,4.071756676376133
Gm11549,3.018096710697894
Exosc9,4.231824369187166
Ccna2,4.060301943898066
Bbs7,4.129825242578753
Trpc3,3.5633432837220065
4932438A13Rik,4.337227032456154
Il2,3.7584015347816817
Cetn4,4.198488284039825
Bbs12,4.085805939125116
Fgf2,4.089231145599699
Nudt6,4.215359438124164
Spata5,4.254913727996102
Spry1,4.180014251649443
Gm5148,4.155215041325629
Ankrd50,4.271979566441218
Fat4,3.829501226440177
Intu,4.154223733326057
Slc25a31,3.9174817032114606
Hspa4l,4.1771686267082675
Plk4,4.159760198822632
Mfsd8,4.204171966685538
Gm2011,3.9912454061318208
3110057O12Rik,4.153073513357086
1700034I23Rik,4.085820041702486
Larp1b,4.296451321797789
Pgrmc2,4.344251491847994
C430002E04Rik,3.1473963633042694
Phf17,4.310332041548926
Sclt1,4.287435303308957
D3Ertd751e,4.196918426402749
2610316D01Rik,2.914395643776543
Pcdh10,3.6684497928662085
Pabpc4l,3.720415726685613
Pcdh18,3.726651129675295
Slc7a11,3.9842598148190755
Ccrn4l,4.210050677657331
Elf2,4.284993837597309
4930583H14Rik,3.880744833125958
Ndufc1,4.22785053805633
Naa15,4.367857830505423
Rab33b,4.271750141584967
Setd7,4.322792184603936
5031434O11Rik,3.8433238160553227
Mgst2,4.104201891392005
Maml3,4.171186726145957
Foxo1,4.319565102143147
Gm2447,3.6849673506203744
Cog6,4.230988189538671
Lhfp,3.7728872894985543
Nhlrc3,4.172420873648549
2810046L04Rik,4.25761626337176
Stoml3,3.6599091344243613
Frem2,3.194868046491327
Ufm1,4.376824661956109
Trpc4,3.3114815708394576
Postn,3.6125592149541146
Fam48a,4.173365058401785
Exosc8,4.294094127585063
Alg5,4.334187755050106
Smad9,3.8807589357033287
Rfxap,4.266178247662314
6030405A18Rik,2.5262392279290764
Ccna1,3.1813223489440703
Spg20,4.19455056926567
Dclk1,3.8270862460567616
Nbea,3.9703158054524206
Mab21l1,3.4619853084360104
Tm4sf1,3.7939008177115756
Tm4sf4,2.4852586859335335
Wwtr1,4.025202004683476
Commd2,4.318121479771804
Gm410,2.8750707787608567
Rnf13,4.2671592367028355
Pfn2,4.104942448686621
Tsc22d2,4.308082164510338
Serp1,4.367514553134301
Eif2a,4.3502323605144
2810407C02Rik,4.36708562840305
Fam194a,3.973063056317303
Gm8234,3.131671989535883
Siah2,4.330892567459575
4930593A02Rik,4.1539096930055806
Clrn1,3.3051512334264994
Med12l,3.6324479766304933
Gpr171,3.6509257926391934
P2ry14,3.9084732519592666
F630111L10Rik,3.920921012263415
Gpr87,2.731273504634699
P2ry13,1.7777365068266113
P2ry12,1.5626677303737466
Igsf10,3.8762598695567574
C130079G13Rik,2.252094410904837
Aadacl2,2.8032915836488024
Aadac,2.6594463263630543
Sucnr1,3.545861247261802
Mbnl1,4.340208867656814
P2ry1,3.9108964875099237
Rap2b,4.276063810433908
Arhgef26,4.11245912242523
Dhx36,4.34192250279001
Gpr149,3.7435738785548938
Mme,3.887609348652496
Plch1,3.1388440100421637
E130311K13Rik,4.192572424815445
Slc33a1,4.229046161445128
Gmps,4.288130457183744
Vmn2r1,3.569548073799835
Kcnab1,4.0293361236449154
A730090N16Rik,3.934848855260889
Ssr3,4.3761721597787355
4931440P22Rik,4.324648909302652
Tiparp,4.2511504036299215
Lekr1,4.21003657507996
Ccnl1,4.311837577674579
Veph1,3.6821076231018277
Ptx3,3.236432125621247
Shox2,3.5252367438050323
Rsrc1,4.356162322316149
Mlf1,4.0858396477246846
Gfm1,4.28081225142423
Lxn,4.248699994820428
Rarres1,3.9540042829139885
Mfsd1,4.286848498504213
