,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Cdkn2a,0.0,0.0033045944,0.0,0.0,0.0,0.0,0.0,0.0,0.017068824,0.0055193915,0.0,0.0,0.0,0.0009623855,0.0046451096,0.0127773555,0.0
Cdkn2b,0.089004874,0.26659274,0.1452566,0.027223183,0.025997385,0.030262308,0.067965835,0.5701179,0.77924496,0.9195159,0.09396336,0.123512134,0.16173008,0.40063846,0.8330664,1.272858,0.035223883
Tusc1,0.013523372,0.049144667,0.030164082,0.03169113,0.036273345,0.029459076,0.029693013,0.019703748,0.018052293,0.005729871,0.0067664636,0.0073718177,0.037123743,0.0075320574,0.04297396,0.015548247,0.02611126
Caap1,0.16135381,0.09554631,0.11771517,0.12917496,0.124918126,0.13518687,0.12682097,0.020084826,0.040930633,0.078901336,0.3301862,0.092325725,0.13725479,0.19688828,0.018649703,0.06337015,0.18100002
Plaa,0.21823744,0.12364727,0.14984079,0.15580267,0.16448481,0.17013288,0.1464732,0.05562459,0.067641735,0.10247843,0.22475208,0.15802786,0.120815694,0.32721993,0.053576086,0.13173175,0.26728114
Ift74,0.09535008,0.022187423,0.0825874,0.055409975,0.030372206,0.078183405,0.07494889,0.015550078,0.0,0.0,0.027836556,0.03340751,0.03224708,0.037026092,0.004228289,0.010908042,0.05657732
Lrrc19,0.011330568,0.006356878,0.0038737825,0.006807857,0.0026166716,0.0056967563,0.0036147751,0.11612167,0.14837624,0.0039737024,0.0,0.0,0.0,0.0065232497,0.054463103,0.053050727,0.00063583045
Tek,0.028428623,0.0,0.0,0.0008938657,0.0,0.0,0.0,0.0,0.0,0.0,0.056045074,0.0,0.0,0.0,0.0,0.0,0.0
Eqtn,0.007151833,0.0015942923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004154003,0.0,0.0,0.0,0.0,0.0,0.0,0.001308282
Mysm1,0.060489185,0.054721933,0.0861263,0.106637485,0.07740996,0.12888654,0.05465035,0.033881746,0.08867899,0.08697132,0.11430228,0.07327267,0.13534097,0.09550591,0.057862896,0.07473172,0.117337376
Jun,0.23164898,0.111927725,0.2910773,0.43360883,0.14073218,0.3622244,0.30930892,0.069094166,0.16768284,0.23423997,0.38462433,0.24665675,0.38056773,0.21218966,0.3169366,0.40944833,0.41206053
Junos,0.019839648,0.0,0.010159769,0.019563539,0.013417662,0.01624179,0.023602597,0.0031311393,0.0,0.0,0.02062217,0.0054804184,0.0066915476,0.0023578505,0.010876416,0.017023833,0.009377065
Fggy,0.0073443637,0.012781089,0.03962647,0.075272694,0.02271165,0.06320346,0.04364523,0.0042188196,0.0,0.011047411,0.029016022,0.025933944,0.007638799,0.007950028,0.0059260624,0.0,0.026989896
Hook1,0.26141262,0.18979983,0.23054199,0.52340436,0.44526294,0.59532005,0.45236644,0.07615699,0.06664488,1.0710441,0.28154102,0.343127,0.24808234,0.7459841,0.1592164,0.22864419,0.6567071
Cyp2j6,0.30348855,0.2019722,0.21483275,0.23647192,0.14790936,0.21680722,0.23409516,0.84467465,0.4483641,1.4367126,0.6898337,0.4894282,0.30575317,0.5364398,1.7978916,1.2516211,0.69104576
Cyp2j9,0.0054948246,0.016000677,0.015501391,0.010648933,0.0056265383,0.006614629,0.0,0.021596197,0.0,0.024308922,0.04613045,0.022367138,0.020323418,0.007390951,0.03148959,0.048923,0.026977548
Cyp2j5,0.0,0.0,0.011263752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010913945,0.0,0.0,0.015079885,0.0
Nfia,0.061469864,0.05765557,0.056939833,0.14410578,0.15725048,0.1979382,0.080361366,0.0229813,0.042442996,0.02613568,0.0,0.10325374,0.085074015,0.06294422,0.014622841,0.023587042,0.096757784
Tm2d1,0.44029424,0.36254436,0.52518547,0.22929326,0.24797097,0.2990373,0.18858446,0.17366765,0.29138297,0.5693078,0.69977576,0.3455756,0.48002067,0.47685272,0.3250514,0.57551515,0.39402422
Inadl,0.15019102,0.07375568,0.104766056,0.08979458,0.06538479,0.122032315,0.097089365,0.16020714,0.15630835,0.24490398,0.10790293,0.105759695,0.06439831,0.13182604,0.19799358,0.22429612,0.08641027
Usp1,0.09875256,0.16171345,0.071032226,0.26128265,0.32035905,0.3732853,0.17477514,0.060434993,0.042663835,0.08922921,0.1343886,0.20024063,0.114785045,0.36337414,0.061616585,0.060795926,0.5143361
Dock7,0.11175321,0.06969893,0.096578695,0.11526817,0.11974777,0.1665362,0.14752059,0.03740039,0.08361292,0.07921557,0.0911132,0.061917607,0.062384307,0.14746171,0.04293842,0.09119488,0.17278875
Atg4c,0.06564061,0.04364311,0.04466599,0.05229652,0.07529686,0.051378816,0.06274354,0.051620845,0.042360462,0.11436253,0.08730549,0.105044976,0.09918619,0.06947294,0.008926185,0.06896473,0.093348324
Gm12689,0.0,0.009605845,0.004298328,0.0030995768,0.008749327,0.0061699557,0.01318329,0.006594492,0.01066159,0.008018527,0.0,0.0,0.010108926,0.0036671525,0.0120578,0.007094613,0.0035219118
Alg6,0.14013146,0.09354201,0.042854123,0.11315322,0.163656,0.1841671,0.05560834,0.03634186,0.0030898363,0.14273751,0.18158211,0.18386234,0.12828225,0.29015857,0.0354928,0.076030396,0.19940315
Itgb3bp,0.04575708,0.08509603,0.08799814,0.066003904,0.07854675,0.15583318,0.056288656,0.008807497,0.027535625,0.017861608,0.052031506,0.04282076,0.016092032,0.077559635,0.00404978,0.031244298,0.046548266
Efcab7,0.0062827975,0.014706026,0.010393339,0.014731281,0.015020097,0.020407973,0.010208574,0.0014418885,0.0,0.011986783,0.0,0.012975893,0.013986788,0.017626815,0.0,0.002614673,0.009024286
Pgm2,0.12158794,0.091652706,0.05387193,0.09037731,0.084562734,0.05848978,0.1134251,0.2254057,0.12400796,0.20207603,0.32644653,0.22994879,0.2502895,0.33096856,0.98720765,0.4779133,0.32171503
Cachd1,0.09590609,0.024597961,0.058251973,0.0893026,0.05845318,0.0795579,0.082677685,0.019706119,0.062233157,0.008947505,0.13221693,0.012029945,0.044804875,0.024562946,0.020036196,0.018334225,0.05586371
Jak1,0.21568713,0.16347137,0.23629382,0.17721173,0.19073284,0.14383344,0.1599739,0.143198,0.113217086,0.31049487,0.18297537,0.08627585,0.2492044,0.24505292,0.15876076,0.27594513,0.20484684
E130102H24Rik,0.005794927,0.0068176757,0.036441002,0.014769631,0.01376219,0.020710627,0.021860776,0.005573006,0.010216013,0.033604667,0.033409294,0.004202697,0.012714363,0.008117522,0.015590676,0.012690546,0.0048954897
0610043K17Rik,0.0,0.0,0.0,0.0024739648,0.0,0.0,0.006953432,0.0,0.0,0.0,0.0,0.0,0.0,0.001901077,0.0,0.0,0.0006726572
Ak4,0.0,0.0,0.0,0.0010509803,0.0,0.0,0.0,0.0,0.0,0.062052224,0.0916494,0.0646785,0.03326858,0.054994404,0.101535924,0.102941774,0.12158276
Leprot,0.5490306,0.24216974,0.2324255,0.25965458,0.3011717,0.3500296,0.30499983,0.16715275,0.27452382,0.2926394,0.5832822,0.26039484,0.22031729,0.37292492,0.2062522,0.32744187,0.2871695
Wdr78,0.018830776,0.012286705,0.0,0.008734651,0.00638934,0.01360272,0.007387349,0.0016799702,0.0,0.0,0.0,0.0,0.0,0.0035453571,0.0059123803,0.0009417245,0.003904457
Mier1,0.22220539,0.2064882,0.19345225,0.20176393,0.22594152,0.2293946,0.19241919,0.17303535,0.14740923,0.16604479,0.15625231,0.22523643,0.15578423,0.19600333,0.11141565,0.15516324,0.23628786
Slc35d1,0.0382504,0.04482403,0.047034632,0.039995886,0.05504867,0.058555637,0.03272623,0.15352418,0.14080134,0.058803234,0.0096853785,0.054839537,0.049896263,0.059887063,0.16936171,0.08373245,0.06273378
Oma1,0.18826526,0.06496619,0.06391664,0.0985778,0.10059115,0.0896088,0.11885376,0.089321606,0.07757088,0.097928606,0.05880043,0.033331502,0.06461432,0.14454904,0.07282571,0.07972094,0.09821219
Dab1,0.068876505,0.042193078,0.02885541,0.06488423,0.07025596,0.0657011,0.035043716,0.22374466,0.24023397,0.27087954,0.026856134,0.0028967308,0.015618594,0.0172038,0.1474399,0.119113296,0.04669819
1700024P16Rik,0.0,0.0027600024,0.00908661,0.0010848936,0.0,0.0,0.0,0.008690961,0.016575571,0.10923062,0.0,0.0,0.0,0.01333291,0.019741295,0.04961349,0.0007822478
Prkaa2,0.029460764,0.024066083,0.014046704,0.028371256,0.030078355,0.030900868,0.028964477,0.011210575,0.060273997,0.3512913,0.06636112,0.048848953,0.03666512,0.23614645,0.07177475,0.19041568,0.072784245
Ppap2b,0.028070737,0.012827087,0.022554765,0.031296287,0.028000215,0.03929739,0.026105639,0.0065094936,0.023826888,0.17385857,0.029756602,0.028303765,0.019318439,0.09066434,0.019604541,0.095120415,0.026938109
Gm12728,0.0,0.0026784493,0.0,0.0010791955,0.0028113886,0.0057548755,0.009621605,0.0,0.0,0.0,0.0,0.0,0.0,0.003554414,0.002592827,0.0,0.0035132703
Usp24,0.071587026,0.09873933,0.1064446,0.09865936,0.1535388,0.129966,0.10978501,0.04401935,0.041254677,0.15253876,0.03946294,0.07564779,0.15316133,0.17111363,0.06325612,0.07274094,0.1144513
Pcsk9,0.019783078,0.10729771,0.017987318,0.018636614,0.060898922,0.04493435,0.042060513,0.007542,0.041239966,0.32269484,0.15905005,0.5401337,0.44761983,0.7116175,0.35984698,0.35534343,0.7792508
2700068H02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0016461588,0.0,0.004351414,0.0,0.0,0.0,0.0,0.004032268,0.0,0.0,0.000733212
Dhcr24,0.26289028,0.29430747,0.19019213,0.12738793,0.3300028,0.23837695,0.21727474,0.47298276,0.96374613,0.5077187,0.29986104,0.38656512,0.21245705,0.3847482,0.5296621,0.46252024,0.46267837
Ttc22,0.07161641,0.058821727,0.026581628,0.008956045,0.0060761827,0.0029589033,0.0016057015,0.14073186,0.20340028,0.031156326,0.02523826,0.03561448,0.037239984,0.01310481,0.08107371,0.061387505,0.02571143
Pars2,0.044937447,0.034221753,0.01881403,0.03477756,0.08420811,0.07298945,0.02452002,0.0044417283,0.00980724,0.038150895,0.01217094,0.022834085,0.0066521917,0.063446864,0.026946388,0.018447204,0.04493371
Ttc4,0.11710281,0.09714713,0.12142159,0.1431471,0.14318371,0.19110352,0.17374669,0.08356542,0.15013051,0.087697305,0.21031332,0.1497757,0.06583816,0.18410674,0.113802075,0.0945947,0.15865518
Mroh7,0.0,0.0,0.012874737,0.0032973941,0.0,0.0026382993,0.0,0.04159713,0.07632459,0.005048991,0.0,0.0,0.006581637,0.0017779121,0.0041722185,0.0016032413,0.0
Fam151a,0.013508567,0.011172054,0.042205084,0.010160051,0.0065041245,0.010606823,0.0066477866,0.29624626,1.2207837,0.0,0.0,0.0,0.027994033,0.0,0.0021193195,0.006279545,0.00061756436
Acot11,0.02387535,0.045154918,0.009808145,0.021085078,0.049685713,0.023258843,0.041087143,0.12113591,0.04827896,0.044890847,0.045069657,0.011069494,0.028341334,0.12444158,0.17636938,0.097083844,0.023788346
Ssbp3,0.26261362,0.20143408,0.45123836,0.24346876,0.20819186,0.31505176,0.32713106,0.049696553,0.07034725,0.35081252,0.41531768,0.27581346,0.57720935,0.34844252,0.20253298,0.26768482,0.3319926
Mrpl37,0.2763542,0.2612206,0.297278,0.3534556,0.47393027,0.48803398,0.28870755,0.15510264,0.104286425,0.24360938,0.08412359,0.2603758,0.17081639,0.50702125,0.11795662,0.13520794,0.47323856
Cyb5rl,0.02749218,0.026121544,0.032435827,0.04039368,0.048654307,0.06283297,0.06326329,0.0030955356,0.011690516,0.025651397,0.021553656,0.031253833,0.04110022,0.04334451,0.003239253,0.0034891737,0.05092655
Gm12802,0.0,0.0040636724,0.0,0.001849096,0.0,0.0,0.0042726723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005860865
Tceanc2,0.07438572,0.06755202,0.08523985,0.06614445,0.060128994,0.0784756,0.044647235,0.046115447,0.020416109,0.07331399,0.020641189,0.049268857,0.10658322,0.12581909,0.051319193,0.060239624,0.062772535
Tmem59,1.6923038,1.7490988,1.7338731,1.4984456,1.2968622,1.387592,1.2867508,1.55785,1.9704773,1.794376,2.2195213,1.5764017,2.02223,1.595318,1.3058208,1.6157801,1.4938486
Lrrc42,0.50807065,0.12906678,0.36367047,0.18336499,0.22319,0.194983,0.14929982,0.10100273,0.21791795,0.23805161,0.5870625,0.16186239,0.40017435,0.24507949,0.08939923,0.15888987,0.2423223
Hspb11,0.47382388,0.13037398,0.20347284,0.18452726,0.14847945,0.17498048,0.13987978,0.09584809,0.15421358,0.08401967,0.36123347,0.07544721,0.138248,0.12539305,0.07702896,0.06785304,0.102561735
