,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Gm20696,0.0027638536,0.02198878,0.020300278,0.014642184,0.0043883063,0.033242695,0.022932112,0.005989513,0.01414426,0.0020370432,0.03588,0.016025968,0.010545083,0.012527006,0.0024358674,0.005097396,0.01094118
Eif4e3,0.03478445,0.012886513,0.23631622,0.0025300551,0.0046792855,0.004706656,0.0059258295,0.016035074,0.024090648,0.023294576,0.043413788,0.05373852,0.14360622,0.065546155,0.0087642865,0.016004944,0.039440032
Gpr27,0.0076196245,0.0018622351,0.029230887,0.0,0.0,0.0,0.0094154,0.0,0.0,0.0,0.010715471,0.006802103,0.00955663,0.0,0.0,0.0,0.0
Rybp,0.0,0.008255189,0.032260407,0.0066689383,0.009219416,0.004084341,0.0,0.004248189,0.0142036965,0.00856398,0.0,0.0,0.063217685,0.019056996,0.0,0.009498799,0.013828758
Shq1,0.013151621,0.025649555,0.04894901,0.083615996,0.068782926,0.06923919,0.06490896,0.005109791,0.0036448445,0.034810692,0.0,0.1108186,0.023539446,0.07802608,0.004704729,0.015861297,0.089540295
Gxylt2,0.0,0.0,0.050050996,0.0029994205,0.0,0.007087975,0.0,0.0,0.0,0.0,0.0,0.0,0.07646854,0.0,0.0,0.0,0.0
Ppp4r2,0.05548329,0.12237882,0.2639914,0.13391449,0.12981309,0.17916548,0.11902736,0.06636852,0.07400577,0.0989212,0.035944376,0.11532107,0.23777415,0.15087457,0.055963922,0.078177154,0.1179317
Pdzrn3,0.0,0.0,0.02796692,0.0,0.0,0.0,0.0,0.0018906696,0.0,0.0,0.0,0.0,0.11930317,0.0,0.0035596413,0.0016304455,0.0012780899
Trnt1,0.11327417,0.08153299,0.07479973,0.11321502,0.14352067,0.12298795,0.15320826,0.048968427,0.048531,0.047878,0.10469332,0.055100333,0.024431517,0.1550072,0.01154797,0.048546426,0.12458599
Crbn,0.11085688,0.06482105,0.088444926,0.09159681,0.1189047,0.09076459,0.034235224,0.0801723,0.1356355,0.13010316,0.06789525,0.13798285,0.09674813,0.09773621,0.022732863,0.11911755,0.086575024
Setmar,0.011021496,0.009478736,0.0157441,0.007021919,0.022576643,0.009514982,0.010449741,0.0047580567,0.008593517,0.0,0.031134916,0.005954246,0.021239411,0.009387677,0.014923098,0.0019928203,0.009823515
Sumf1,0.042488754,0.05106906,0.09716493,0.043885276,0.049702253,0.04593905,0.021064699,0.061745543,0.066446565,0.04706768,0.05017554,0.038543403,0.17149174,0.056662004,0.055128403,0.035650514,0.074743494
Itpr1,0.024673479,0.045323897,0.12657183,0.035113525,0.020015132,0.0343381,0.04366715,0.06583985,0.01684757,0.0,0.009225611,0.007350192,0.20194647,0.011245184,0.021817908,0.016631292,0.026770443
RP24-266P6.8,0.0040780124,0.01232816,0.0,0.0016277542,0.0,0.0,0.0,0.0057117976,0.015543466,0.0,0.0,0.004199305,0.0,0.0033916058,0.016928537,0.01044462,0.0015827024
0610040F04Rik,0.0,0.02226595,0.013541878,0.0015399436,0.0,0.0,0.0,0.0,0.0073061287,0.0030064047,0.0,0.009742945,0.0,0.0015261576,0.0,0.0,0.00077850313
Bhlhe40,0.08375575,0.419049,0.06138507,0.045193084,0.06440264,0.051764447,0.06879042,0.088822335,0.11749086,0.30489954,0.11579786,0.43945962,0.21645935,0.43683475,0.4282457,0.6367888,0.27233037
Arl8b,0.19063835,0.20521577,0.15130551,0.13209948,0.17261669,0.19481269,0.16735023,0.10752438,0.08885478,0.277853,0.18027249,0.11787154,0.095719665,0.3061852,0.16473116,0.18065076,0.18226738
Edem1,0.04244517,0.43797585,0.069988094,0.105322376,0.13631263,0.14054225,0.14031295,0.25093684,0.30061743,0.27281192,0.099725865,0.34485552,0.14780796,0.23202991,0.39072457,0.39801177,0.18326595
Lmcd1,0.055413578,0.036842875,0.03172298,0.116338946,0.10622456,0.15041107,0.054501876,0.037615407,0.010033756,0.008926503,0.0,0.055548474,0.0032942041,0.049604006,0.0,0.0,0.10553421
Rad18,0.005731884,0.01977385,0.008625279,0.016552864,0.1004343,0.087794065,0.03717147,0.002783523,0.0039080568,0.013259917,0.013066243,0.010751885,0.022527546,0.094714396,0.0063325455,0.006262921,0.10127884
Srgap3,0.0,0.0036167058,0.0,0.0016950794,0.0,0.00409333,0.0,0.0015432886,0.0,0.0015666904,0.0114155775,0.011963693,0.0061220177,0.0016736032,0.0,0.007572397,0.0021010353
Thumpd3,0.29659507,0.21943362,0.25850552,0.35042563,0.31111872,0.41070667,0.30990252,0.14026503,0.22408646,0.23614569,0.3047841,0.22657959,0.1102185,0.27942613,0.08794503,0.21106118,0.2923422
Gt(ROSA)26Sor,0.18084091,0.2148787,0.20046407,0.2892603,0.3067769,0.24424693,0.2877134,0.12601905,0.1605482,0.13652392,0.17868885,0.16289324,0.26822478,0.21757019,0.07681571,0.14054613,0.22080152
Setd5,0.18847193,0.20330247,0.21354531,0.21866977,0.27852225,0.263441,0.23888768,0.094277,0.11860603,0.2672465,0.3036509,0.26275772,0.41698414,0.3117127,0.15539657,0.25339743,0.32249734
Mtmr14,0.09719067,0.099323705,0.108428404,0.09144765,0.13834332,0.14707805,0.06518385,0.06759182,0.070652574,0.12870353,0.13794078,0.075664885,0.08912404,0.12532884,0.08253755,0.096365556,0.16454636
Brpf1,0.08743379,0.08280526,0.08287411,0.08463154,0.11239566,0.092824794,0.08770771,0.053647485,0.06333174,0.08449102,0.10069726,0.0640807,0.09715029,0.1077904,0.057821978,0.053858455,0.091379575
Gm15492,0.0,0.0016324794,0.0041098613,0.0041917013,0.0019698702,0.0031704025,0.0,0.0,0.004356417,0.0,0.0,0.0,0.0,0.0,0.0,0.0016156943,0.001625967
Ogg1,0.28181186,0.1142065,0.10553471,0.15943304,0.16581905,0.17772971,0.15560076,0.04364893,0.050078433,0.07103745,0.13054298,0.08875016,0.060950115,0.20125827,0.033866737,0.051802054,0.15332158
Camk1,0.24840684,0.09974799,0.086466745,0.17633915,0.11467962,0.16389495,0.1548068,0.016332947,0.038054787,0.028175265,0.18267888,0.15095183,0.08356734,0.056934863,0.02775365,0.037724093,0.23876688
Tada3,0.17221144,0.11024269,0.12954903,0.14835829,0.15742241,0.14803432,0.124631,0.06528355,0.0671678,0.113807045,0.100394554,0.10394621,0.051958937,0.16356611,0.06761933,0.109277904,0.15424146
Arpc4,0.9135244,0.69172585,0.6994552,0.6092327,0.76391447,0.7414395,0.53449386,0.6936812,0.8540616,0.954639,0.9249226,0.52384406,0.73347527,0.9926039,0.7084452,0.84139454,0.87536126
Ttll3,0.0063960953,0.0035093415,0.03889223,0.008614933,0.007518995,0.012486954,0.012361323,0.019214852,0.011491934,0.018533433,0.031167684,0.006977303,0.022506636,0.007285048,0.015527546,0.0038303789,0.015339755
Rpusd3,0.06660417,0.059477434,0.084395245,0.07916273,0.10263989,0.091494665,0.016846156,0.043539733,0.06125794,0.06515106,0.14875898,0.056539793,0.048578057,0.18438552,0.07741696,0.10682972,0.14589722
Cidec,0.0,0.008714949,0.0041173873,0.0064124265,0.0044596083,0.0057163076,0.020766122,0.17541413,0.093711555,0.0050274287,0.0,0.0035162999,0.014815846,0.004931228,0.296557,0.22484055,0.013230765
Jagn1,0.3886391,0.47133207,0.66920286,0.4335933,0.5077087,0.47816592,0.36642405,0.14406706,0.18149917,0.32966432,0.45768,0.40563527,0.5329894,0.7278111,0.25073814,0.31908306,0.73523194
Il17re,0.01966281,0.017771505,0.30636647,0.031992212,0.028526483,0.022073934,0.028020345,0.0027250631,0.021714238,0.0069081825,0.0075247837,0.0,0.14117613,0.0030900927,0.0021193195,0.016951295,0.013293533
Il17rc,0.12668225,0.2926639,0.1654674,0.18290934,0.30215368,0.15398666,0.2140439,0.52852166,0.8222336,0.39303648,0.06397121,0.12740776,0.056702126,0.2463749,0.3181223,0.37625977,0.1426772
Creld1,0.045353185,0.046364117,0.058953032,0.03259115,0.0305919,0.02534206,0.024198722,0.023914829,0.027503617,0.053125076,0.08433585,0.08010017,0.09048268,0.085525125,0.022684498,0.01505728,0.0777807
Emc3,0.28225198,0.25131875,0.20004958,0.22678265,0.30608216,0.2868684,0.20624965,0.22465354,0.19118811,0.29318303,0.29465857,0.21499747,0.21325402,0.37045676,0.20596918,0.17430922,0.31568614
Fancd2,0.0151659595,0.0042971787,0.0038215406,0.0057492154,0.053063728,0.10923897,0.037443962,0.0040772893,0.013143392,0.0,0.0028338507,0.011295346,0.0043597016,0.05109333,0.0,0.00527108,0.042332888
Brk1,1.1240841,0.78092563,1.1687303,0.9904782,0.9470217,1.0545979,0.8848922,0.73810804,0.7464092,1.9382788,1.3881747,1.0828683,1.1649431,1.231953,0.8102833,1.1149385,1.2360879
Vhl,0.060911443,0.04213931,0.06722247,0.04918321,0.06601486,0.04217348,0.062253293,0.042016104,0.051117215,0.19701716,0.075181626,0.043627184,0.08319824,0.08812783,0.043195564,0.09547482,0.06087004
Irak2,0.036663562,0.04224883,0.06567227,0.063892975,0.031365305,0.06181444,0.06818239,0.13143882,0.17324056,0.23873667,0.08708364,0.061922625,0.044094384,0.085236214,0.14970511,0.2087296,0.060842387
Tatdn2,0.11014443,0.078494385,0.050204895,0.06811102,0.1040007,0.078244485,0.07506593,0.060158603,0.06520864,0.1163332,0.029885171,0.06469257,0.06473356,0.090485506,0.09603922,0.10750939,0.11204475
Gm26982,0.011659953,0.008652711,0.014036965,0.013305945,0.023892693,0.02585824,0.018074123,0.014170307,0.0033871986,0.00880207,0.013079707,0.003420927,0.007255501,0.008420108,0.002084847,0.0017113426,0.014447479
Ghrl,0.19237386,0.14901386,0.85125124,0.114921756,0.15824346,0.10583265,0.16044478,0.116667256,0.084697664,0.031380493,0.017570026,0.047175083,1.5479172,0.016248817,0.06883474,0.036056895,0.04334199
Sec13,0.66473985,0.98640716,0.5882827,0.569019,0.8233517,0.76960397,0.63725245,1.107356,0.8593194,0.8555714,0.65427464,0.79020756,0.5372928,1.0753249,0.8076495,0.832303,0.99888176
Hrh1,0.0,0.0057354947,0.0,0.0,0.0,0.0036599683,0.0,0.0,0.013526561,0.0,0.0,0.0028967308,0.0,0.0031751127,0.0,0.009476614,0.0
Atg7,0.050090834,0.20247295,0.09312377,0.06349043,0.08421566,0.042523146,0.09164283,0.06582312,0.019119171,0.05599087,0.12427163,0.12914665,0.0381431,0.057785857,0.018947922,0.059951108,0.0622363
Vgll4,0.32920378,0.27431795,0.3137207,0.3698196,0.2852088,0.40160444,0.40075767,0.035925023,0.015303457,0.080835976,0.4207201,0.20045266,0.2543767,0.1972795,0.038970105,0.08074256,0.32528597
Tamm41,0.2242749,0.14231785,0.13576688,0.25588325,0.36441103,0.31730008,0.18654214,0.1009931,0.040091317,0.118808866,0.114915125,0.14804031,0.075631596,0.3718692,0.056092277,0.07593503,0.4015529
Syn2,0.0061142044,0.0014028851,0.20817694,0.004928611,0.0016630511,0.005872538,0.0069311997,0.0,0.0,0.0048136283,0.0,0.0,0.25768784,0.0,0.0,0.0,0.0
Pparg,0.074485414,0.015154658,0.010881695,0.018249521,0.05882437,0.024583349,0.032547276,0.02608756,0.03394399,0.11814273,0.24353965,0.1312697,0.053857636,0.17790271,0.08867205,0.19273181,0.13438495
Tsen2,0.05860393,0.046124652,0.047090735,0.06302072,0.06924771,0.08380258,0.049123354,0.020492207,0.006277033,0.04457388,0.06516218,0.051481504,0.049968105,0.1058322,0.009109895,0.027264068,0.09992282
Mkrn2os,0.22259034,0.37887314,0.26912403,0.15273054,0.1763605,0.15753864,0.18046428,0.7658775,0.8235293,0.54944044,0.35078096,0.26965335,0.28327015,0.463385,0.6897619,0.65194845,0.32798946
Mkrn2,0.074933566,0.069748245,0.05584048,0.074343786,0.084855326,0.110647865,0.09197506,0.0434814,0.062283512,0.08507133,0.07198739,0.0757761,0.08053598,0.14871056,0.029515944,0.09281424,0.13896886
Raf1,0.18024608,0.20969225,0.21553667,0.2248536,0.25480095,0.2735523,0.23214944,0.19662762,0.2093061,0.21560791,0.26323083,0.29340646,0.1963501,0.285187,0.17627814,0.16576864,0.2929345
Tmem40,0.0,0.005497695,0.0024230143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072876737,0.0,0.0,0.011161521,0.0
Cand2,0.06458504,0.045479,0.042670906,0.07481114,0.03294011,0.05910464,0.042484317,0.016928835,0.0072981776,0.010771249,0.019454062,0.005356878,0.007111211,0.013474607,0.021611545,0.014910902,0.034247875
Rpl32,3.710117,3.8079557,3.6881363,4.503998,4.1875715,4.343491,4.10316,2.1246612,2.4488645,2.9998364,3.8079255,4.291348,3.5735917,3.9006832,3.0130424,2.9758902,4.4771247
Efcab12,0.0,0.0,0.0,0.0061426577,0.0,0.0,0.0,0.0,0.0,0.003169481,0.0,0.0074232444,0.01445679,0.008079483,0.0,0.0,0.002124068
Mbd4,0.0,0.006114349,0.0,0.015129258,0.037205808,0.031590022,0.0038943253,0.003185438,0.0,0.0061703385,0.029273124,0.021239191,0.012401079,0.021225398,0.0,0.0,0.02173966
Ift122,0.026957564,0.0013310977,0.056107342,0.021004288,0.016896555,0.026828947,0.037308037,0.0032963494,0.0,0.0030093198,0.054246847,0.0,0.07209922,0.011039185,0.0,0.002332593,0.015645174
Plxnd1,0.0,0.00150237,0.01331641,0.0,0.0,0.0,0.0,0.0,0.0,0.22047383,0.0063917595,0.0059357043,0.019973904,0.028477238,0.01378797,0.023752458,0.002808035
Tmcc1,0.12081884,0.08751684,0.11523139,0.12312198,0.091288425,0.14663653,0.14614716,0.21454644,0.14652796,0.07024769,0.073766775,0.035895318,0.13338596,0.08080386,0.19967546,0.092713185,0.11115239
Fam21,0.0999443,0.053784598,0.11511893,0.09933305,0.095827326,0.10989641,0.096816,0.08621131,0.09384132,0.2152186,0.0701949,0.048678715,0.15114348,0.1215035,0.1269588,0.13412675,0.10731781
Zfand4,0.0,0.004532752,0.0,0.0023325619,0.011049817,0.019953515,0.0031903584,0.0,0.0,0.0,0.0,0.0,0.004036424,0.0,0.0,0.0,0.0029144138
March8,0.13082421,0.11598599,0.15869203,0.068212375,0.09902741,0.11369607,0.14054053,0.28835213,0.26820153,0.23006104,0.065150455,0.05929503,0.14173873,0.06985704,0.25245458,0.21137892,0.07752462
Alox5,0.58643323,0.0016971241,0.006882643,0.0019523117,0.0106771095,0.0018865078,0.0,0.0,0.0,0.0,0.18953677,0.0,0.005329702,0.0,0.0,0.0,0.0
Zfp422,0.36801234,0.1666309,0.31356537,0.38811868,0.31184193,0.37470877,0.20684056,0.033695046,0.053054787,0.17521939,0.5900174,0.20617202,0.22814335,0.33826372,0.033722322,0.08400836,0.40497884
Rassf4,0.09325737,0.11785205,0.18975301,0.21024983,0.189974,0.30659816,0.23521863,0.00740558,0.0064014387,0.0131050525,0.056879383,0.0538412,0.07660876,0.07083633,0.0,0.028240029,0.075665
8430408G22Rik,0.0,0.0,0.0055233347,0.0024919515,0.0,0.0,0.0,0.0,0.0,0.019259553,0.0,0.01679558,0.008129483,0.001318551,0.0,0.012255458,0.00071450224
Zfp637,0.3213288,0.16439208,0.28993726,0.28196716,0.2193739,0.27217993,0.15156186,0.12449016,0.13170686,0.1631528,0.31156677,0.21176565,0.26256427,0.2811309,0.14332989,0.10149623,0.30697343
Zfp239,0.10068443,0.030371426,0.058330085,0.059409186,0.060733262,0.07024488,0.029592672,0.03388598,0.023788821,0.061006837,0.1195503,0.019495204,0.09083934,0.07792293,0.042270906,0.021229161,0.070236586
Hnrnpf,1.2120167,1.0602279,1.0371306,1.3843176,1.5216663,1.5480113,1.069406,0.54828566,0.527463,1.0536158,1.3546442,1.1219025,0.89569974,1.8309457,0.5731217,0.9415617,1.7289143
Rasgef1a,0.0,0.0,0.0,0.0,0.0,0.0049825306,0.0056476607,0.0,0.0,0.0,0.0,0.0,0.017024657,0.0019035469,0.0,0.0,0.0006496988
Csgalnact2,0.0054948246,0.016425168,0.028373582,0.002511814,0.0056146067,0.018319735,0.0,0.004384451,0.0,0.015843596,0.023257697,0.005390652,0.0053986274,0.015519507,0.0,0.0048416015,0.0121340845
Ret,0.0,0.005833164,0.14522351,0.00324047,0.0,0.0,0.0,0.001365042,0.0075492444,0.011851531,0.0,0.0,0.17929381,0.0,0.008831922,0.006422586,0.0
Bms1,0.10824835,0.08478337,0.0956565,0.07901816,0.13000394,0.10117782,0.13648975,0.035177052,0.04053281,0.058604877,0.021343408,0.046804287,0.036211517,0.14644822,0.04889767,0.06028619,0.13697727
Zfp248,0.0,0.0,0.0057941223,0.0003557063,0.0,0.0,0.005365315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002816127
Zfp9,0.0077434457,0.025215995,0.008424872,0.0011824429,0.0,0.0015927125,0.007443447,0.0,0.0,0.0,0.0,0.005132633,0.002202426,0.0025348847,0.0,0.0,0.0
Ankrd26,0.0,0.016487654,0.012311079,0.05589858,0.051372185,0.06698531,0.04280133,0.001578281,0.0,0.0054235626,0.0,0.014606453,0.0,0.04077976,0.014610972,0.006400973,0.080115825
Cacna1c,0.0046018795,0.006559926,0.03468373,0.0,0.004583021,0.0,0.00485783,0.0,0.0,0.0,0.0,0.0,0.06238555,0.0,0.0,0.0,0.00052467384
Dcp1b,0.2742541,0.043695886,0.05346959,0.06272546,0.061149236,0.059732575,0.03128211,0.021636803,0.018494416,0.021523949,0.1534314,0.018368315,0.043758027,0.04602672,0.0021866304,0.003521157,0.03530186
Adipor2,0.1954175,0.38830495,0.31262338,0.2651742,0.2430341,0.27055478,0.2507857,1.0552523,0.8342579,1.088678,0.35106853,0.488498,0.44267562,0.41758618,1.3330649,0.84551567,0.46320826
Wnt5b,0.012308948,0.005543261,0.0037913162,0.014843985,0.0016637548,0.007293115,0.013292408,0.0025949487,0.0,0.0016949618,0.0,0.0,0.0,0.0,0.0,0.0,0.00215083
Fbxl14,0.10064327,0.07987666,0.07562633,0.11202501,0.1333492,0.14521308,0.0865277,0.063434206,0.052654516,0.04372719,0.054532763,0.0780624,0.093091756,0.0998147,0.039942216,0.03703904,0.11542918
Erc1,0.065517485,0.051732745,0.09595681,0.037633676,0.03850516,0.06987479,0.0692025,0.030106215,0.0415064,0.05857431,0.022714613,0.06292114,0.08955253,0.06722013,0.033806644,0.028214285,0.07488969
Rad52,0.049459055,0.021455718,0.037721142,0.054716796,0.06473476,0.08262813,0.0836637,0.011621289,0.02586568,0.027622433,0.024654409,0.020098541,0.009457196,0.046519592,0.0028064572,0.010498734,0.03537338
Wnk1,0.32023475,0.16592464,0.24269009,0.22449224,0.2512898,0.29579931,0.24275385,0.11780364,0.086136885,0.21737818,0.20774762,0.1623649,0.22642638,0.24189854,0.05909774,0.13138518,0.24999364
B4galnt3,0.0049694623,0.0018227539,0.0035430507,0.0010815966,0.0,0.0,0.0,0.004057533,0.0016305725,0.0,0.018103458,0.0,0.0,0.005033686,0.0048271404,0.017955339,0.0016760883
D330020A13Rik,0.0,0.0010629018,0.0,0.0023168337,0.0,0.0019508348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019210272,0.0031355019,0.0,0.0004935966
Ccdc77,0.054498546,0.05032532,0.044983644,0.04327409,0.09290018,0.12934245,0.09121365,0.0029344105,0.0065230587,0.032461893,0.044228673,0.044753876,0.026532836,0.0788386,0.0026856812,0.015262202,0.0968144
Kdm5a,0.20497419,0.10383035,0.21458209,0.1660536,0.102514364,0.23562908,0.12626918,0.06930119,0.12579368,0.2746038,0.22261141,0.1121428,0.18063484,0.15962023,0.07969425,0.13244097,0.15388097
Il17ra,0.048692472,0.040802293,0.042565927,0.02121052,0.034945793,0.027021587,0.035671912,0.04422294,0.05666563,0.042947337,0.087991476,0.03392374,0.030964619,0.02868798,0.06460288,0.044452403,0.029794436
Cecr5,0.037243202,0.031962465,0.07866319,0.055535972,0.06903351,0.061191052,0.07476769,0.0060083596,0.021634862,0.031884704,0.05539996,0.057523455,0.11945308,0.06439541,0.007095471,0.0082713105,0.08812386
Atp6v1e1,0.9632258,0.6253577,0.99738514,0.5046156,0.48445323,0.5348329,0.4583607,0.70916915,0.83171624,0.8069879,1.0439982,0.6692713,1.2623699,0.70385456,0.90421456,1.0116597,0.56603575
Bcl2l13,0.07759102,0.072296716,0.06348468,0.08204878,0.119318165,0.116692826,0.04499787,0.051748656,0.030295532,0.08232666,0.045453552,0.09020299,0.07240013,0.14449994,0.08318732,0.09901775,0.11416153
Bid,0.100173965,0.047250718,0.042470183,0.06618054,0.09424175,0.047133084,0.06689171,0.044978406,0.067540735,0.008225207,0.08100827,0.06835777,0.045388583,0.044472247,0.061848175,0.043518554,0.122632094
Mical3,0.113059364,0.044486783,0.048738256,0.031028816,0.051819403,0.060196776,0.03524264,0.040198445,0.037013747,0.07229683,0.13899519,0.052293476,0.09464992,0.060120307,0.06755052,0.09780582,0.042456105
Pex26,0.10030437,0.059189457,0.06472733,0.07529514,0.084155895,0.059504483,0.049877837,0.041399788,0.030438447,0.014540434,0.09113069,0.04974553,0.086404435,0.066871956,0.013859972,0.0296943,0.046205185
Usp18,0.07780581,0.013278507,0.19903195,0.0020124074,0.0016637548,0.003514619,0.0,0.023122868,0.035602532,0.0,0.009915732,0.0,0.108289845,0.0,0.006539907,0.0,0.0
Slc6a13,0.0,0.0,0.0,0.0019096575,0.0,0.0,0.0,0.0,0.0066954815,0.0,0.0,0.0,0.010488378,0.0,0.0,0.0027545565,0.0
M6pr,0.54281884,0.42977673,0.3593654,0.47791433,0.54334146,0.48325786,0.34263724,0.20053636,0.2273722,0.4660527,0.5912782,0.4060885,0.4037832,0.7477394,0.2821693,0.34205803,0.6143071
Phc1,0.031643737,0.012218451,0.027196493,0.020834645,0.017511485,0.023103781,0.018958058,0.004049277,0.007852977,0.0075348592,0.047289904,0.034353953,0.036099717,0.03338724,0.013941051,0.00874838,0.024855116
Apobec1,0.43918645,0.1195368,0.024423001,0.020692594,0.026341235,0.017280292,0.027931364,0.109326094,0.10496033,0.35961846,0.37201864,0.03777518,0.021545507,0.08745507,0.18244521,0.2192657,0.015068909
Gdf3,0.0,0.0,0.0,0.002474085,0.008171245,0.0031357976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26826,0.0,0.0,0.0033945714,0.0020641538,0.0,0.0,0.0,0.0,0.0,0.0,0.022378175,0.0,0.0,0.0,0.0,0.0,0.0021785419
Foxj2,0.015195563,0.016028635,0.027437238,0.016659422,0.011234756,0.014814373,0.017783877,0.025678106,0.047881946,0.018138437,0.0063917595,0.008522906,0.008481017,0.019761374,0.009583722,0.011156026,0.0136894435
Necap1,0.12499987,0.10258257,0.1467896,0.06852873,0.08869576,0.06285691,0.057459358,0.09677839,0.05725899,0.1714998,0.209629,0.13698387,0.12019997,0.13975237,0.18447933,0.14325844,0.0998464
Clec4a1,0.07561888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034799713,0.0
Pex5,0.07649125,0.08841622,0.098000586,0.09492849,0.15198112,0.13622949,0.06270133,0.14001581,0.13114677,0.16050673,0.12825231,0.17817903,0.10939824,0.22533812,0.19099721,0.16043308,0.15566546
Clstn3,0.0,0.0028246155,0.005025477,0.0031480978,0.0,0.0030006827,0.006690118,0.0,0.0,0.0,0.005810517,0.0054661236,0.0,0.033513676,0.0,0.0,0.011161842
C1rl,0.0,0.0011256449,0.0,0.008774008,0.0035758459,0.0,0.008532976,0.0013750413,0.0,0.026030138,0.03577299,0.049601134,0.030254088,0.22258073,0.023918817,0.042905144,0.08854619
C1ra,0.010189509,0.001118191,0.0,0.01281844,0.011551792,0.01604826,0.008678496,0.0,0.0057638,0.0035194166,0.0045910035,0.0049204845,0.0,0.09003144,0.0,0.001619918,0.008874882
Lpcat3,0.49754477,0.22598805,0.37142923,0.29484588,0.4023367,0.33305293,0.2535538,0.8596883,1.0089445,0.57724035,0.55073434,0.4023058,0.5240096,0.58635706,1.0487145,0.7501419,0.7289705
Emg1,0.99658036,0.9981292,0.9414516,1.4034423,1.5533078,1.5375428,1.293408,0.43472588,0.4442262,0.54287195,0.81841123,1.0659844,0.5865162,1.4253411,0.4015263,0.5547533,1.7380362
Phb2,1.5400947,1.2585442,1.2729661,1.9170012,2.1608539,1.979621,1.6890945,1.0761354,0.9185935,1.0584061,1.5443316,1.3904916,1.1479132,2.1064122,0.8638504,1.0900271,2.2067544
Gm15884,0.014813111,0.0,0.0,0.001469414,0.0018025094,0.0,0.001684982,0.0,0.0,0.0,0.008581482,0.0,0.0,0.0,0.004268097,0.0,0.0019152083
Ptpn6,1.3133469,0.061946418,0.13073212,0.08188824,0.113539815,0.075126156,0.092458904,0.07837263,0.12119641,0.16482939,1.6549692,0.06030761,0.082946256,0.14393504,0.092752926,0.07010147,0.12309106
Gm20531,0.0,0.0015819333,0.00286879,0.0043589883,0.0046135373,0.005929619,0.004871163,0.0,0.0,0.0022773002,0.0,0.0,0.0,0.0015075523,0.0,0.0,0.00414314
Grcc10,0.8305739,0.3803311,0.8261684,0.5578696,0.44106796,0.51603353,0.4991231,0.43588474,0.47820857,0.40158808,0.42596233,0.17912528,0.33212256,0.30427986,0.320181,0.22015189,0.22085537
Atn1_ENSMUSG00000004263,0.12314115,0.06485371,0.09690385,0.08665326,0.111423396,0.09847712,0.054074813,0.07655517,0.13251957,0.09232156,0.051966168,0.058045756,0.1292145,0.09569404,0.122407734,0.08184276,0.12040081
Spsb2,0.20219982,0.10869337,0.098704524,0.05029625,0.051728528,0.062447026,0.054156084,0.17263956,0.21968402,0.33621243,0.1832267,0.07614045,0.15066727,0.076181516,0.2751697,0.3027815,0.044669226
Tpi1,1.346338,1.151263,1.24972,1.4252235,1.8019645,1.7653539,1.3088124,2.104095,1.7540075,1.5309486,2.300018,1.7955792,1.9342595,2.361641,2.6912541,2.352479,2.4064314
Usp5,0.119048096,0.16764191,0.20245215,0.17205982,0.3127591,0.27493238,0.14906701,0.14080419,0.1086989,0.14964889,0.18444996,0.18747638,0.22119431,0.2818145,0.08788834,0.14145498,0.25322032
Cdca3,0.26373097,0.3914766,0.27473882,0.22687057,0.7866649,1.3179746,0.40687624,0.0652987,0.04043292,0.026743297,0.067413926,0.35105407,0.102544695,0.9712357,0.012100955,0.09704751,1.0134528
Gnb3,0.026351055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025775381,0.26854923,0.0,0.0,0.0017983902,0.0,0.0,0.0
P3h3,0.0046670344,0.0,0.011130407,0.0012284976,0.0,0.0,0.0056805355,0.0,0.0,0.0,0.0075247837,0.0,0.0,0.0,0.0,0.0,0.0007359491
Gpr162,0.0061806915,0.0,0.009946507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134739,0.0,0.0,0.0,0.0014260956
Lag3,0.017043313,0.006404669,0.014807655,0.010760587,0.004634762,0.0057387725,0.007920816,0.0015024669,0.005085417,0.002218152,0.03962405,0.005622264,0.004036424,0.0017756372,0.0029287674,0.0084516695,0.0024704412
Ptms,1.2917452,0.89660877,1.0482703,1.07603,1.0773667,1.358174,1.0166463,0.62092495,0.8743105,0.6899789,1.6283896,1.3023814,1.403215,1.1760342,0.9447678,0.75686306,1.5216846
