,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine
Naif1,0.0074862745,0.005468008,0.0049740397,0.002725901,0.010632851,0.010462949,0.007747034,0.0019075825,0.0054089865
Gm13412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030394623,0.0
Fam102a,0.07423417,0.09671198,0.1398921,0.11467013,0.12678151,0.14016734,0.10894239,0.17192896,0.1414824
Dpm2,0.46973285,0.5278666,0.38415766,0.31125098,0.3022013,0.35632354,0.27171597,0.1931075,0.21190713
Pip5kl1,0.004918833,0.0019347065,0.0,0.0,0.0031405352,0.0,0.0,0.0,0.0
St6galnac4,0.005731884,0.021852275,0.08204026,0.0011352681,0.0,0.0015927125,0.005000228,0.0,0.0
St6galnac6,0.084372155,0.0,0.008842325,0.0021058612,0.0,0.0,0.0,0.0,0.0
Ak1,0.035703324,0.0,0.0586571,0.013313989,0.002849546,0.011274416,0.005272389,0.0,0.0
Fpgs,0.049783498,0.06866619,0.033724334,0.07833618,0.115155555,0.10119201,0.10635862,0.021055996,0.026042135
Cdk9,0.19631173,0.16877742,0.20104067,0.21960254,0.19949591,0.26128662,0.19948696,0.074178346,0.089719236
Sh2d3c,0.07828933,0.035013504,0.16150498,0.035764597,0.027813427,0.031192388,0.017092386,0.0010321083,0.0
Ttc16,0.0,0.0,0.0040069385,0.0009476477,0.0,0.0,0.0,0.0017744551,0.002575651
Tor2a,0.29259577,0.44526544,0.47615567,0.28858882,0.28313196,0.27337077,0.29244685,0.22060135,0.21633726
Ptrh1,0.020809414,0.035995375,0.046161115,0.032260686,0.040428385,0.059246127,0.039905757,0.04573831,0.10986756
Stxbp1,0.020974126,0.059108216,0.23795636,0.005811922,0.0041302573,0.0,0.0034473345,0.0032220734,0.0
Gm13523,0.0,0.0,0.0,0.003919979,0.0,0.0,0.0,0.0,0.0
Fam129b,0.062220868,0.1296954,0.14711809,0.100867584,0.12874517,0.11037395,0.12479649,0.012165304,0.024642512
Lrsam1,0.0069859135,0.015105429,0.030684909,0.014815313,0.024723267,0.010137732,0.025646858,0.019965488,0.02645362
Rpl12,0.751987,0.7262107,0.608891,0.89169663,0.83887976,0.8149375,0.8918396,0.1348346,0.10098732
Slc2a8,0.03451294,0.031947743,0.039678924,0.031377345,0.043692723,0.054561708,0.0326395,0.02039125,0.035285365
Ralgps1,0.042418946,0.018994309,0.029662136,0.02303656,0.010568201,0.010330776,0.0,0.07413067,0.06416344
Zbtb34,0.0062091956,0.003835305,0.00778357,0.014740699,0.008829909,0.019148417,0.01073797,0.007767674,0.0
Zbtb43,0.075448886,0.04153259,0.022802427,0.03321212,0.038809955,0.044610914,0.03621772,0.03762489,0.038710672
Lmx1b,0.0,0.0,0.010688672,0.0,0.0,0.0,0.0,0.0,0.0
C130021I20Rik,0.0,0.0013998548,0.013203158,0.0,0.0,0.0,0.0,0.0,0.0
Mvb12b,0.037369702,0.008474726,0.030034008,0.023367656,0.024910001,0.020311533,0.022385359,0.0022740522,0.0
Pbx3,0.0,0.020615716,0.033396807,0.010809768,0.026848318,0.036611494,0.01001926,0.0,0.0
Mapkap1,0.22873375,0.1291619,0.11621085,0.15012875,0.19407259,0.207114,0.19784154,0.20534137,0.24917957
Gapvd1,0.19534539,0.1477896,0.18948488,0.14144158,0.19288215,0.22694582,0.18046612,0.10601261,0.06794738
Hspa5,0.87796766,1.6694818,0.8891901,0.72714233,1.0532897,0.8585469,0.8926384,0.7054522,0.832015
Rabepk,0.12824576,0.13924515,0.09140144,0.16635203,0.21314894,0.1761642,0.16543734,0.035461966,0.070706666
Fbxw2,0.38570338,0.19003737,0.27052853,0.26457018,0.25747713,0.3073052,0.18954879,0.09469652,0.120927714
Psmd5,0.12454258,0.21059214,0.19828805,0.18015684,0.25064757,0.22398452,0.18622866,0.06559689,0.10296233
Cutal,0.09752736,0.034229573,0.06840136,0.0044588624,0.0,0.0,0.0,0.005065548,0.046300948
Phf19,0.007891869,0.0029041544,0.016834814,0.016710434,0.031239219,0.025998332,0.013020682,0.0,0.0
Traf1,0.004637964,0.0013982927,0.0,0.0011326266,0.0064043123,0.011749875,0.0032800825,0.00064216054,0.0
Hc,0.0057865153,0.0,0.0,0.0,0.0,0.0023457515,0.0,0.0,0.0
Cntrl,0.052851032,0.036263384,0.04542984,0.07421075,0.10235042,0.20231569,0.08843562,0.013915736,0.021738296
Rab14,0.9186683,0.65303373,0.7630163,0.62116736,0.5868927,0.7438981,0.5817666,0.4259969,0.4802182
Gsn,0.07000914,0.4443128,0.094206326,0.044951804,0.039227635,0.045575347,0.0512388,0.15842101,0.6215019
Stom,0.010982486,0.018712496,0.005188563,0.0118868295,0.011766439,0.018959459,0.019667419,0.1592913,0.26451284
Ggta1,0.0,0.0,0.0,0.0009663749,0.0,0.0,0.0,0.0,0.0
Dab2ip,0.06573293,0.08196633,0.09954167,0.19243263,0.16829915,0.21578698,0.1855174,0.14418463,0.19994356
Ttll11,0.15952046,0.0015791098,0.017988551,0.0,0.002174145,0.0,0.0,0.0,0.0
9030204H09Rik,0.0,0.0,0.0,0.0011498984,0.00225571,0.0,0.0,0.0025988803,0.0065225936
Ndufa8,1.4299461,1.2772695,1.3949869,1.4626745,1.7322018,1.6279377,1.3165425,1.5738885,1.3170447
Rbm18,0.22614314,0.10656694,0.14593011,0.10199666,0.07022169,0.117260695,0.058200385,0.07209409,0.030694567
Mrrf,0.2268256,0.11056137,0.16274929,0.21696381,0.194325,0.26056895,0.19951178,0.073358566,0.035005253
Ptgs1,0.54540956,0.0060074604,0.0021185328,0.0,0.0,0.0015554895,0.0051421137,0.0015945956,0.0
Pdcl,0.23790775,0.1261992,0.12879775,0.111106314,0.078531496,0.15046202,0.088883854,0.04959345,0.03954334
Rc3h2,0.12629186,0.109561905,0.15590791,0.10775091,0.08556201,0.08495073,0.1264689,0.10371523,0.097897306
Zbtb6,0.0646328,0.038104843,0.026306817,0.03448356,0.021307832,0.030263847,0.017186167,0.020670421,0.033472087
Zbtb26,0.0062464685,0.02630019,0.049179193,0.030902646,0.035574965,0.048116434,0.012411401,0.01881708,0.0063832626
Rabgap1,0.27202496,0.053863436,0.12383595,0.12468171,0.099442504,0.11509436,0.119111,0.05060022,0.04076993
Strbp,0.4018001,0.21181676,0.2820807,0.28830078,0.29523942,0.37383646,0.24059376,0.1464769,0.18147326
Gpr21,0.017111694,0.0,0.0,0.0,0.008528416,0.0051620146,0.0,0.0,0.0026301937
Crb2,0.0,0.0,0.0,0.0,0.002088735,0.0,0.0,0.0,0.0
Dennd1a,0.0077200383,0.02070097,0.039360225,0.03864719,0.053244166,0.051201977,0.021027045,0.017427005,0.030776419
Nek6,0.09319678,0.23181485,0.23730545,0.27278626,0.22649407,0.24236079,0.18689209,0.22133814,0.208038
Psmb7,0.95250934,0.7821534,0.939132,0.93872225,1.1512682,1.042063,0.87457687,0.55560577,0.54123044
Nr6a1,0.04877973,0.045255836,0.013440349,0.047783773,0.05048381,0.06149678,0.060541995,0.066957526,0.05785273
Olfml2a,0.0,0.0,0.0,0.004100993,0.0041304575,0.001955784,0.007384482,0.0017611821,0.0
Gm13496,0.0087872995,0.0012715572,0.0034588948,0.004615697,0.0048192153,0.0055793924,0.0,0.0014743967,0.0031677275
Wdr38,0.036732633,0.015413041,0.017490273,0.02790286,0.027506215,0.03658074,0.025416711,0.013027036,0.009266414
Rpl35,1.9415673,1.8036114,1.6942637,2.2978435,2.0017755,2.1690586,2.1186566,0.5330447,0.5985883
Arpc5l,0.74395955,0.5524964,0.68692726,0.533748,0.64392525,0.67263967,0.5294316,0.3639182,0.3584847
Golga1,0.0959645,0.069927566,0.07288502,0.07472866,0.076610126,0.08828272,0.07214541,0.12807912,0.06109606
Scai,0.045886047,0.0122361975,0.031303838,0.03217216,0.036379434,0.037033428,0.044281986,0.010843737,0.0077591636
Ppp6c,0.30246425,0.22981066,0.26566696,0.18203284,0.18057676,0.22500755,0.17337191,0.12876238,0.14973287
Kynu,0.0,0.0,0.0,0.0010754125,0.0,0.0,0.0,0.0,0.0
Arhgap15,0.0,0.0,0.0038942015,0.00069761014,0.0,0.0,0.0,0.0,0.0
Gtdc1,0.022620184,0.0057675634,0.03734855,0.02257346,0.023307366,0.021304704,0.0046513183,0.011735691,0.0043152645
Gm13470,0.0,0.0,0.0,0.0007562572,0.0,0.0,0.0,0.0,0.0
Acvr2a,0.030505547,0.020042203,0.03916269,0.01563002,0.014055086,0.0343585,0.026525136,0.015617072,0.034738846
Orc4,0.2022539,0.08372837,0.14729787,0.11818069,0.0978873,0.1050835,0.069253355,0.041866537,0.052510366
Mbd5,0.061317615,0.010220895,0.03729888,0.019677393,0.03168345,0.023841692,0.00940451,0.011570614,0.012129448
Epc2,0.051197592,0.062556505,0.10449295,0.070635214,0.09490072,0.08456956,0.06458924,0.034002006,0.03352723
Kif5c,0.0,0.0,0.015399609,0.0003811756,0.0,0.0,0.0,0.0,0.0
Lypd6,0.0,0.009672012,0.0136654535,0.001485369,0.0,0.003685937,0.0,0.005389831,0.004135129
Mmadhc,0.44169983,0.5364101,0.40721843,0.31912953,0.3293756,0.36069444,0.29023585,0.33562437,0.37993017
Rnd3,0.026091564,0.08911983,0.056206334,0.04007336,0.020369466,0.04254118,0.04490587,0.020003377,0.03223504
Rbm43,0.04935951,0.028964387,0.027993692,0.038304918,0.04040072,0.085313976,0.03763652,0.0010116198,0.0
Nmi,0.19388558,0.24682517,0.25190523,0.2599818,0.25955898,0.25522035,0.28162476,0.6363636,0.6391547
Rif1,0.09923306,0.0420848,0.06698121,0.11862049,0.20323193,0.15072325,0.12676623,0.011319367,0.017002422
Arl5a,0.06537686,0.03725845,0.079758875,0.027612919,0.04869373,0.031849623,0.022855183,0.039048128,0.048242003
Cacnb4,0.021926455,0.0,0.0,0.0015301601,0.002347747,0.0,0.0,0.0,0.012736765
Stam2,0.1133,0.09427273,0.07920316,0.04891711,0.09495863,0.06565948,0.0833911,0.09375761,0.097407475
Fmnl2,0.01440636,0.002002197,0.015170173,0.009464284,0.006636443,0.004042751,0.008048188,0.0,0.0
Prpf40a,0.47719336,0.35346454,0.34723052,0.41944838,0.46048307,0.554577,0.30412126,0.16478013,0.1860426
Arl6ip6,0.25079262,0.1320613,0.18974116,0.3388424,0.36673048,0.34036827,0.27105197,0.071854606,0.07391178
Galnt13,0.0,0.0,0.0076886383,0.0,0.0,0.0,0.0,0.0,0.0
Kcnj3,0.0,0.0037921672,0.041634765,0.0013815379,0.0036059506,0.0029694808,0.0,0.0,0.0
Nr4a2,0.0073231817,0.026027208,0.13438159,0.021723708,0.017370285,0.031707764,0.0063240263,0.0024659624,0.0
Gpd2,0.07285021,0.12195517,0.331371,0.19339067,0.23449573,0.22228944,0.22141805,0.4807707,0.40950885
Galnt5,0.0,0.08058221,0.0041663796,0.0026403707,0.0,0.0,0.0,0.0,0.0044485456
Cytip,0.023115512,0.011069484,0.023213442,0.018209565,0.0,0.010479673,0.009183766,0.06732252,0.06479076
Acvr1c,0.0,0.029509973,0.008950061,0.01809237,0.015354942,0.026257318,0.038435403,0.014508461,0.046918094
Acvr1,0.009457983,0.026075644,0.04016641,0.018471545,0.012427801,0.009867838,0.005377639,0.00852213,0.04518008
Upp2,0.012554545,0.026204534,0.045265455,0.018838517,0.018992284,0.025474649,0.029513994,0.018190257,0.039108228
Ccdc148,0.0034223737,0.0051236995,0.0040678657,0.0043375813,0.0,0.0036589783,0.011489908,0.005163955,0.008414578
Pkp4,0.16983652,0.13180685,0.22158238,0.14319628,0.21023759,0.25490057,0.1503635,0.18578795,0.20677279
Dapl1,0.0,0.0,0.011015977,0.001095103,0.0,0.0,0.0,0.0,0.0
Tanc1,0.08068675,0.041333456,0.0687281,0.061941776,0.06307923,0.08668945,0.08823583,0.0441705,0.041794065
Wdsub1,0.048655517,0.04660386,0.13051368,0.054023877,0.05126705,0.039520126,0.04814552,0.016513886,0.025939906
Baz2b,0.36623815,0.2117101,0.28202116,0.20418097,0.18566509,0.20771037,0.28400669,0.15664649,0.13006651
Gm13572,0.0,0.004897013,0.0,0.0,0.0,0.0,0.0,0.002803983,0.0
Gm13620,0.0,0.0019586075,0.0,0.0006531995,0.0,0.0,0.0,0.0,0.0
March7,0.14133002,0.12397806,0.22123288,0.23363003,0.1922069,0.19079733,0.16188225,0.12288792,0.092535116
Cd302,0.17182471,0.10902072,0.09974676,0.4465848,0.5368267,0.43869933,0.3017413,0.80938333,0.5072346
Ly75,0.015765177,0.0034908832,0.016563855,0.023375954,0.02408745,0.0085805105,0.015263701,0.06995154,0.08048552
Gm13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022386268,0.0067685856
Itgb6,0.027118322,0.034229305,0.01289978,0.037558492,0.03201674,0.028235577,0.036695115,0.011897982,0.04045379
Rbms1,0.013699963,0.010257377,0.0017983267,0.01779507,0.04301271,0.047241937,0.011360046,0.0023852747,0.029948635
Tank,0.33227363,0.1068198,0.10225022,0.1183203,0.09454793,0.13505195,0.042635694,0.048714638,0.06367132
Psmd14,0.5656303,0.46133515,0.40703237,0.52723825,0.62362534,0.67918867,0.42877403,0.3136917,0.37499234
Dpp4,0.11021136,0.12394262,0.26924014,0.19163801,0.25135428,0.2853535,0.21859694,1.1223841,1.3065586
Gm13565,0.0,0.0021822518,0.0,0.0010355405,0.0,0.0,0.0,0.0012910352,0.0
Gcg,0.074471794,0.11155707,0.646907,0.07282083,0.06941765,0.07735291,0.11777769,0.042222217,0.08619423
Fap,0.0027958425,0.0057461336,0.02968954,0.0,0.0,0.0,0.007373042,0.0030008703,0.0
Ifih1,0.056812193,0.0921777,0.054547064,0.05456128,0.058157824,0.07425443,0.07378867,0.09324104,0.11512886
Gca,0.14402275,0.07842997,0.09872794,0.049975242,0.046447918,0.08704521,0.03431575,0.054485478,0.057360675
Kcnh7,0.018260652,0.002235002,0.005804191,0.0,0.0032157593,0.0016514462,0.0,0.0,0.0
Grb14,0.0102027925,0.0011301129,0.06244177,0.011941845,0.010006311,0.0047122194,0.0,0.0043720305,0.0
Cobll1,0.042153727,0.017367415,0.032963887,0.020921389,0.027203852,0.025713297,0.0804793,0.01710657,0.013285037
Gm13594,0.032274038,0.0046621333,0.029345525,0.024888786,0.009728234,0.005532193,0.019526811,0.005143976,0.01839547
Slc38a11,0.008468518,0.0015224214,0.18348055,0.0,0.0,0.0,0.0,0.0,0.0
Scn3a,0.0,0.0,0.25643906,0.00037701798,0.0022848318,0.0024915747,0.0,0.0,0.004822248
Galnt3,0.1201138,0.29136425,0.06540726,0.052852526,0.05647498,0.051394854,0.045565248,0.021124396,0.027184207
Ttc21b,0.012255179,0.014999961,0.024346754,0.058505468,0.021188056,0.041949995,0.036877397,0.0,0.0032429043
Stk39,0.15409067,0.1446949,0.22652341,0.2333446,0.19085178,0.28983188,0.16361907,0.04575575,0.025045611
4932414N04Rik,0.0,0.0,0.0,0.0006853455,0.0,0.0,0.0,0.0,0.0
Cers6,0.17002434,0.17791782,0.18367556,0.366906,0.24311863,0.392319,0.33733106,0.2156586,0.25939494
Nostrin,0.14560908,0.14171606,0.16897814,0.08154918,0.118587025,0.09374459,0.10994207,0.32018393,0.7005784
Spc25,0.09612034,0.14175938,0.059078027,0.020691555,0.23006748,0.6160996,0.060532343,0.014074958,0.015011863
Bbs5,0.06797025,0.019291729,0.024236664,0.018027972,0.026180865,0.03657703,0.018062338,0.0049915565,0.010798575
Klhl41,0.0,0.0,0.0,0.0,0.0,0.0022225624,0.0,0.0,0.0
Fastkd1,0.004859329,0.024251273,0.026042033,0.03665972,0.045593243,0.034809828,0.039812304,0.012444299,0.0071268245
Ppig,0.5681411,0.51906204,0.49001628,0.6001459,0.57903063,0.7828683,0.4463966,0.27334726,0.2578474
Ccdc173,0.03139238,0.0,0.034921374,0.012678169,0.0032401306,0.0042229234,0.02442919,0.0,0.0
Phospho2,0.11200237,0.10735893,0.088675916,0.08093833,0.07690438,0.11450241,0.066723846,0.074292086,0.061732955
Klhl23,0.016875174,0.009776028,0.0033568698,0.04629668,0.04875748,0.028464254,0.034038033,0.0013637885,0.0032501195
Ssb,0.89703214,0.64727676,0.7679153,0.8999522,0.9509865,0.9876541,0.78438944,0.34052372,0.25833794
Mettl5,0.19188567,0.13612667,0.19479184,0.27217022,0.22164905,0.32127684,0.21357219,0.09390487,0.086534046
Mettl5os,0.0,0.0056921244,0.006279896,0.002427577,0.0,0.001840779,0.0,0.0,0.0
Ubr3,0.12093194,0.061820626,0.0719155,0.09339959,0.063974045,0.09220975,0.089383475,0.10200236,0.086676255
Myo3b,0.0,0.0,0.0,0.00046149173,0.0,0.0,0.0,0.0,0.0053648073
Sp5,0.01619881,0.03994874,0.05179155,0.34941885,0.12567034,0.31592384,0.28888085,0.16258058,0.078025326
Gad1os,0.0,0.0,0.0,0.0,0.0,0.003956981,0.0,0.0,0.0
Erich2os,0.0,0.0028603855,0.0009419787,0.00465193,0.0035091694,0.0026535348,0.0046092374,0.0,0.0
Erich2,0.0,0.0,0.0,0.005958912,0.007280433,0.0073783635,0.015076452,0.0,0.0
Gm26558,0.0,0.005490313,0.0,0.004658669,0.0059605744,0.0061332276,0.0023196964,0.001451169,0.0
Gorasp2,0.3469867,0.5767541,0.31754845,0.19479014,0.3525477,0.2658371,0.24262224,0.33984253,0.14837076
Tlk1,0.12524061,0.10502251,0.15022723,0.13525477,0.19217663,0.2077167,0.20189306,0.0652855,0.13407353
Mettl8,0.036992796,0.024388546,0.02872652,0.072387174,0.07769987,0.09931366,0.041510936,0.025486672,0.014477763
Dcaf17,0.20079459,0.08048814,0.13601698,0.18160546,0.1386953,0.16476488,0.120091505,0.04029413,0.053795986
Cybrd1,0.0,0.0017398102,0.0,0.0008567121,0.0,0.0,0.007226135,0.0,0.0
Dync1i2,0.50433177,0.3248718,0.5115812,0.27918056,0.21915717,0.36285368,0.27564356,0.24405895,0.24192634
Slc25a12,0.07946646,0.04097675,0.053599168,0.029923799,0.054775663,0.043483026,0.029190838,0.015598105,0.02911491
Hat1,0.24394667,0.20801944,0.17797776,0.38454828,0.5432082,0.658164,0.33218205,0.07167176,0.048888586
Metap1d,0.113837905,0.10092783,0.14437905,0.13921802,0.14134082,0.18976009,0.13838513,0.021618005,0.019849531
Platr26,0.0,0.0018167691,0.021748137,0.012866146,0.026841072,0.0073683844,0.012208897,0.0,0.004798574
Itga6,0.34997007,0.35219428,0.33582702,0.5790765,0.5715488,0.7109758,0.6399293,0.16548996,0.17070448
Gm17250,0.012018203,0.0,0.0025675797,0.020216282,0.0023626476,0.02342393,0.024689224,0.0,0.0
Pdk1,0.1258152,0.10755399,0.12462,0.18756273,0.22795705,0.16217253,0.1653035,0.070221186,0.022685157
Rapgef4,0.0,0.013264111,0.10648208,0.014908601,0.008510836,0.009433931,0.008313803,0.0037946864,0.0
Rapgef4os3,0.0,0.0,0.0,0.0019990257,0.0,0.0,0.0,0.0,0.0
Zak,0.061964817,0.06382475,0.04746176,0.14487752,0.17487565,0.21770176,0.10408773,0.028774846,0.0045231455
Cdca7,0.12947011,0.15793464,0.1759372,0.9106525,0.69765276,0.837549,0.7356394,0.03467969,0.02120661
6430710C18Rik,0.017293544,0.0021795656,0.004109263,0.010543279,0.0020259563,0.0,0.0040200413,0.010893563,0.0066954815
Sp3,0.19016682,0.059632543,0.11005007,0.0823359,0.099426724,0.14197904,0.07721586,0.055538367,0.072239965
Sp3os,0.3643979,0.21286134,0.3030094,0.32997024,0.2934466,0.30359408,0.25229314,0.20597003,0.21383478
Ola1,0.6595952,0.4333904,0.43175054,0.5422588,0.61173177,0.56313133,0.5162876,0.121597,0.16478805
Sp9,0.019873975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cir1,0.049063787,0.018815624,0.04411951,0.029118033,0.015257849,0.03094719,0.024942346,0.01653199,0.03641162
Scrn3,0.076449856,0.020440524,0.04090891,0.03736331,0.048206646,0.050564006,0.022573702,0.034151882,0.02231741
Gpr155,0.0,0.00033001608,0.009021873,0.005621093,0.00817885,0.0015919585,0.0,0.09727334,0.027592035
Wipf1,0.023715874,0.017281508,0.047833905,0.029677236,0.04096754,0.040334288,0.023256205,0.035400443,0.034267206
Chrna1os,0.014325241,0.012949742,0.028620327,0.025886193,0.010362454,0.015543298,0.0,0.0015311158,0.0145163145
Chn1os3,0.0,0.0,0.0034922762,0.00091281056,0.0,0.0050424435,0.0,0.0,0.0
Chn1,0.010530805,0.0,0.0058939727,0.0006603767,0.0,0.002245815,0.0,0.003296744,0.0
Atf2,0.09396585,0.038861874,0.1339681,0.06784015,0.069826916,0.09104893,0.04485396,0.045326296,0.05221954
Atp5g3,1.5486295,1.4740069,1.5356302,1.6663569,1.950115,1.8731081,1.7148283,2.4158874,1.8908873
Lnp,0.10156846,0.049119994,0.030523725,0.048280198,0.07843388,0.09380504,0.046851248,0.014273826,0.008259119
Hoxd4,0.010154123,0.0025810574,0.008154416,0.0054148654,0.007441356,0.0045911814,0.0116377445,0.0,0.00426775
Mtx2,0.6876003,0.50097674,0.49871606,0.74624705,0.7538731,0.8560406,0.5675239,0.44496095,0.28195438
Hnrnpa3,0.22185043,0.22976442,0.28770405,0.24017635,0.30204925,0.33283204,0.29994974,0.056477748,0.05696099
Nfe2l2,0.33233783,0.35487157,0.27456996,0.41338566,0.4739251,0.45820403,0.33847663,0.5721758,0.41063255
Agps,0.038464952,0.04887727,0.05077656,0.034045186,0.08444713,0.0672465,0.024232067,0.061150607,0.031400204
Ttc30b,0.03151386,0.026912257,0.039645627,0.030685868,0.011887701,0.017429115,0.018958762,0.0035390123,0.00632361
Ttc30a1,0.054989804,0.021684917,0.012062116,0.020654486,0.01464235,0.026392948,0.016946273,0.0,0.0052427943
Pde11a,0.009972657,0.0027410544,0.030391442,0.0041580796,0.0,0.008848467,0.0,0.0010184591,0.0043152645
Cyct,0.0,0.0,0.0,0.002810266,0.0007659071,0.0,0.0,0.0017718629,0.0
Rbm45,0.030282423,0.0064808866,0.0,0.01597897,0.012629769,0.010401898,0.003476659,0.018514385,0.023841832
Osbpl6,0.06951425,0.11409156,0.037163038,0.069664046,0.066130325,0.06919533,0.062057614,0.20425612,0.13368024
Prkra,0.2021957,0.14746326,0.1887884,0.2826638,0.2569127,0.32335454,0.20815554,0.16972743,0.22045982
Fkbp7,0.008403037,0.011025874,0.0059518153,0.007997193,0.001892986,0.009340913,0.0063781636,0.0,0.0032148995
Plekha3,0.04937971,0.0267023,0.047054637,0.033950556,0.03750977,0.07562498,0.028041897,0.016700605,0.041594904
Ccdc141,0.009945911,0.013077647,0.0022586966,0.009202606,0.005852621,0.010129033,0.0,0.0026352576,0.0
Sestd1,0.05042274,0.037901353,0.067637,0.11756334,0.14874415,0.13453235,0.11301819,0.034782562,0.050592817
Zfp385b,0.040213116,0.0,0.0025675797,0.0032076095,0.0026017264,0.0022761947,0.0,0.008433435,0.0069502005
Cwc22,0.06437019,0.04722183,0.063120686,0.07327239,0.07711222,0.06369274,0.052672774,0.020990998,0.009170068
Ube2e3,0.50958484,0.3917035,0.8843233,0.61685383,0.6705287,0.8299125,0.45415673,0.21639019,0.2890019
Itga4,0.0,0.0,0.03463495,0.0,0.001826263,0.0,0.0,0.0,0.0
Cerkl,0.008468518,0.0,0.025111374,0.00032513967,0.0,0.00243526,0.0,0.0016686978,0.0
Neurod1,0.025835052,0.0023774242,0.84690404,0.007949864,0.0,0.0049684593,0.013462716,0.0067561013,0.0
Ssfa2,0.021619506,0.053576704,0.115416326,0.031616915,0.025897289,0.012866295,0.04060162,0.04385951,0.106596276
Prdx6b,0.009652587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dnajc10,0.08110424,0.71849865,0.27948782,0.06565573,0.07594624,0.08474571,0.09249102,0.034062225,0.05766479
Frzb,0.0,0.0,0.009117556,0.0,0.0,0.0,0.0,0.0,0.0
Nckap1,0.2961632,0.31936774,0.49317005,0.29378346,0.3212748,0.31565726,0.25398093,0.32187086,0.3334444
Dusp19,0.11124978,0.10725589,0.1452731,0.13912258,0.14960925,0.19347747,0.11850753,0.06938633,0.08691161
Nup35,0.14128663,0.0764937,0.05989072,0.063981794,0.12080622,0.15395775,0.055676892,0.023602758,0.039622474
Zc3h15,0.53811824,0.31373575,0.42627633,0.43689114,0.42274514,0.51713604,0.34653854,0.24193777,0.22305304
Itgav,0.018550007,0.028880326,0.03238351,0.031580053,0.025960764,0.04516071,0.02861152,0.025613213,0.041138988
Calcrl,0.0,0.0,0.0046730386,0.0,0.0,0.0,0.0,0.0,0.0
Tfpi,0.1711898,0.14698188,0.087038204,0.3271337,0.1747556,0.29285032,0.3001142,0.019395087,0.13112466
Gm13710,0.0,0.0,0.003769487,0.004463885,0.00352764,0.01795868,0.0,0.05543644,0.027716128
Ctnnd1,0.4288883,0.42884052,0.2868582,0.3793234,0.33003318,0.46265012,0.41281888,0.46902058,0.61704105
2700094K13Rik,0.6397136,0.608459,0.55617195,0.84417045,1.2258844,1.4935632,0.798513,0.12744612,0.14458352
Tmx2,0.22416875,0.103845656,0.11310177,0.23311226,0.33718312,0.27837825,0.20864563,0.12215114,0.12448432
Med19,0.2493977,0.11979951,0.1728439,0.19108164,0.2717841,0.25495782,0.13581671,0.12685652,0.15921858
Zdhhc5,0.117258534,0.093371175,0.067615956,0.06375729,0.10101646,0.08673616,0.07031793,0.13691801,0.15459979
Clp1,0.17646958,0.07210599,0.07900552,0.08361086,0.12444793,0.17056115,0.08353006,0.08014025,0.06671326
Gm19426,0.0,0.0,0.0,0.0025655837,0.0,0.0020724514,0.0,0.0,0.0
Serping1,0.0,0.0,0.056744594,0.0,0.0,0.0024739348,0.0,0.0,0.0
Ube2l6,0.061256304,0.036581155,0.059973218,0.021781407,0.008859324,0.029697457,0.022439314,0.16058637,0.14108041
Timm10,0.43015814,0.29882845,0.33519626,0.53878444,0.65200895,0.70132786,0.3877887,0.23683755,0.18720885
Slc43a1,0.0,0.031867467,0.044846985,0.0025984682,0.0027440612,0.002837121,0.0,0.0,0.0
Slc43a3,0.0,0.0,0.0,0.000990387,0.0,0.002477492,0.0,0.0,0.0
P2rx3,0.0,0.0012566267,0.0,0.0,0.0,0.003718436,0.0049690786,0.0,0.0
Ssrp1,0.43402416,0.3841488,0.3432598,0.6219994,0.8710218,0.86943424,0.63064075,0.16408291,0.16209792
Tnks1bp1,0.083067335,0.096264094,0.05942527,0.0828581,0.08476298,0.059887342,0.024864662,0.089026436,0.08392755
Ptprj,0.074981324,0.037299126,0.039935775,0.02762805,0.016369713,0.044741187,0.04717593,0.02148347,0.083305016
4933423P22Rik,0.012308948,0.0,0.0,0.0009158274,0.0,0.0,0.0,0.0,0.0
Nup160,0.0,0.012399094,0.023545317,0.02853478,0.034788053,0.061283685,0.062356897,0.007967545,0.0040216134
Fnbp4,0.08305257,0.07531099,0.09014823,0.08901474,0.1203314,0.16319759,0.16504595,0.036784306,0.047086168
Mtch2,1.1777838,1.0985329,1.2497356,1.4822528,1.6335084,1.5803851,1.3658735,2.1232653,1.7779472
C1qtnf4,0.09363361,0.026000956,0.25190023,0.077186696,0.027820405,0.03813837,0.058439456,0.02376141,0.022802891
Ndufs3,0.74542296,0.5370067,0.6536984,0.73776263,0.8685889,0.87137806,0.6029375,0.79674244,0.57118225
Kbtbd4,0.006755343,0.042438827,0.030051136,0.044144887,0.048264597,0.045284238,0.05029627,0.032140583,0.037263323
Celf1,0.4604322,0.2219217,0.3573428,0.3275177,0.38554546,0.45734408,0.3482342,0.19627373,0.29302993
Psmc3,0.9803131,0.8122786,0.8157529,0.8634933,0.9676435,1.0454336,0.7099166,0.5621402,0.6057178
