,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Gm11508,0.0011581389,0.0075247837,0.0,0.0,0.0013613495,0.0,0.00366645,0.00089313736
2010015M23Rik,0.004471175,0.03962455,0.017528519,0.03977857,0.010899257,0.0,0.0046644164,0.02630311
Srsf1,0.2472988,0.47499174,0.39442828,0.4020624,0.7027619,0.1585511,0.27142963,0.74073327
Gm15892,0.002012059,0.0045910035,0.011739182,0.010679664,0.0025242558,0.004695018,0.003256055,0.0038464635
Vezf1,0.12597623,0.20942566,0.15407667,0.19337852,0.16555774,0.064140044,0.10078384,0.16967088
Cuedc1,0.009204848,0.09899154,0.042197127,0.11579072,0.005943617,0.034272518,0.026424678,0.018415831
Mrps23,0.3041767,0.29792774,0.33661836,0.4064473,0.5306023,0.36627364,0.33203447,0.5108171
Msi2,0.1559017,0.7160654,0.14112894,0.26185,0.17179316,0.110798284,0.19002247,0.17324276
C030037D09Rik,0.009540566,0.007579936,0.011044614,0.0,0.0015767438,0.019374559,0.021346778,0.00587747
Akap1,0.04849786,0.063935,0.058712382,0.052960396,0.21958506,0.07609237,0.07355604,0.23480271
Scpep1,0.094407715,0.020726416,0.07438561,0.20414741,0.20582172,0.18714547,0.21643144,0.17899013
Coil,0.0075354166,0.040799085,0.0320791,0.050175633,0.030814206,0.014651501,0.010914011,0.036307856
Gm11496,0.0,0.06601154,0.0,0.0,0.0,0.004803683,0.0011447697,0.0
Trim25,0.060775094,0.129788,0.12214533,0.14821015,0.096990146,0.29076794,0.21815147,0.090835415
Dgke,0.007021761,0.0,0.020869216,0.037864786,0.020599479,0.0,0.009405407,0.023119133
Pctp,0.03060923,0.035035018,0.05786198,0.020681676,0.05945658,0.031913254,0.01922051,0.0668632
Mmd,0.012397006,0.09932855,0.08388298,0.17703907,0.098643936,0.051216993,0.049880352,0.17993918
Hlf,0.0,0.0,0.0078399945,0.0,0.0,0.0038700465,0.0,0.0005365748
Stxbp4,0.0151098715,0.023560075,0.0,0.013487185,0.0030053065,0.0,0.0015808861,0.009544092
Cox11,0.21494348,0.19189665,0.12746187,0.056196034,0.2355702,0.08905013,0.16924982,0.21656442
Tom1l1,0.36946812,0.12235924,0.16003747,0.044949044,0.3032777,0.14198515,0.2257956,0.20918849
Utp18,0.108437166,0.18668933,0.16579588,0.13046817,0.33613905,0.028917855,0.09143408,0.33798987
Mbtd1,0.11710345,0.19206198,0.115995616,0.14062679,0.16796276,0.046391044,0.08595234,0.17566545
Nme2,0.0,0.00805858,0.0,0.0073350435,0.0,0.0,0.0,0.0
Gm20390,0.0,0.0,0.0,0.0,0.001606231,0.0,0.0,0.0012319451
Nme1,0.5760937,1.3745242,1.802545,1.1256156,2.1916564,0.48276198,0.6779989,2.4520679
Spag9,0.21876614,0.1099186,0.06255594,0.117704,0.123761505,0.24459313,0.2762254,0.115529574
Tob1,0.500398,0.34883866,0.39968705,0.4975378,0.60378224,0.36021465,0.6620667,0.5249285
Wfikkn2,0.0,0.0,0.0,0.02524013,0.0,0.0,0.0,0.0
Gm21885,0.0016128459,0.009540225,0.0072708605,0.0,0.0,0.07858999,0.035473354,0.0007197744
Luc7l3,0.19259515,0.40676332,0.39159182,0.27966636,0.45491973,0.101972,0.17554404,0.5448701
Ankrd40,0.07926842,0.06491837,0.08835132,0.08897086,0.106408864,0.25246355,0.1868371,0.112918995
Abcc3,0.081215404,0.38459975,0.1155864,0.116557926,0.13413477,0.44835502,0.18907832,0.11001756
Epn3,0.0063440274,0.019564288,0.1006341,0.048906006,0.06644552,0.07411277,0.120401025,0.10872156
Mycbpap,0.0036453493,0.010140418,0.012410908,0.015358676,0.006824947,0.30715135,0.10482813,0.0059703863
Rsad1,0.022435509,0.023108583,0.011522897,0.026976405,0.04125928,0.028935106,0.040833928,0.042869683
Acsf2,0.046238296,0.015406038,0.040313255,0.010976475,0.033497065,0.18288106,0.17597447,0.056613266
Lrrc59,0.4025583,0.2838968,0.61222863,0.32377273,0.7712722,0.68884194,0.5922813,0.91538167
Eme1,0.0,0.0028338507,0.0063634976,0.0110904295,0.068390265,0.0032346568,0.008238059,0.054146715
Mrpl27,0.42803654,0.35831392,0.31720287,0.32761604,0.6520543,0.39870948,0.50311756,0.5832386
Xylt2,0.027082548,0.0,0.0073295794,0.019663543,0.031773183,0.07024816,0.049376927,0.027582737
Gm11541,0.0,0.0,0.0,0.0,0.0,0.0,0.005542189,0.0
Cdc34-ps,0.0022427065,0.0,0.0,0.0,0.0,0.0017357597,0.0,0.0013078445
Tmem92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019275708
Sgca,0.0,0.02310846,0.0,0.0,0.0,0.0,0.0,0.0
Ppp1r9b,0.23473321,0.12352849,0.0890978,0.10559658,0.1100927,0.07401641,0.10772844,0.06820845
Samd14,0.008626394,0.22389069,0.0,0.07101964,0.0043239524,0.0,0.0,0.0006859442
Pdk2,0.17192328,0.09386737,0.071644366,0.036980033,0.06250781,0.09226652,0.12157472,0.049799744
Itga3,0.3060526,0.06522616,0.05710923,0.0941034,0.13179702,0.24490792,0.14454322,0.07909878
Dlx3,0.0025612367,0.0,0.0,0.0,0.0,0.0,0.0,0.0013785355
Tac4,0.002954334,0.0,0.0,0.0,0.0016930965,0.0,0.007703189,0.0
Kat7,0.08796438,0.05207494,0.06801648,0.04122097,0.08690057,0.07706341,0.09984057,0.09406338
Gm11520,0.012916733,0.0,0.0143198995,0.0,0.010219163,0.022285642,0.021308156,0.0074729547
Fam117a,0.0051020603,0.051931534,0.07131243,0.16600172,0.009628819,0.004350272,0.0044552707,0.035006363
Slc35b1,0.6398967,0.43650284,0.6853876,0.7303375,0.5637724,0.7013122,0.77229834,0.5384711
Spop,0.53974724,0.47283706,0.4490302,0.37196797,0.49724662,0.2394985,0.31791484,0.5509229
Nxph3,0.011174972,0.0,0.0,0.013503401,0.0,0.0,0.0074374853,0.0
Ngfr,0.02096391,0.0,0.0,0.009505698,0.011584958,0.0,0.07311677,0.0
Phb,0.25135025,0.2647782,0.3003582,0.23990396,0.61057574,0.16978267,0.1790383,0.71428317
Gm26830,0.002574748,0.0,0.0120546045,0.007962897,0.027273431,0.004731785,0.008262866,0.018578166
Zfp652os,0.0016580509,0.0097660655,0.0,0.0,0.0009623855,0.0,0.0,0.0007758522
Zfp652,0.2348894,0.16218351,0.09051129,0.13882239,0.12402368,0.27361453,0.20471288,0.14128801
B130006D01Rik,0.017855523,0.02327289,0.0,0.0043597016,0.0263075,0.0,0.013681963,0.016492346
Phospho1,0.0,0.0,0.0,0.0,0.0,0.0027704567,0.0,0.0
Abi3,0.058188137,0.042457227,0.12771153,0.0146239605,0.13819627,0.06641888,0.11216029,0.16403157
Gngt2,0.07331737,0.081936546,0.09100804,0.012990347,0.108906694,0.19839281,0.2996797,0.15256348
Gm11527,0.0,0.0,0.00640474,0.0,0.0,0.0,0.0,0.0016582481
B4galnt2,0.05015178,0.07646037,0.041102506,0.0052314163,0.055646535,0.02298951,0.0530652,0.037503943
Gm11534,0.0033792374,0.0,0.0,0.0,0.0,0.0,0.0,0.0007039175
Igf2bp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0016875089,0.0
Gip,0.40343067,0.4048533,0.41419974,2.0881338,0.45573568,0.90471584,0.49347982,0.26313797
Snf8,0.73094225,0.600563,0.5083715,0.54924595,0.75308996,0.68289596,0.66807026,0.68636554
Ube2z,0.35250178,0.18628061,0.19471413,0.18274109,0.27774936,0.24764132,0.292542,0.2621614
Atp5g1,1.0731432,0.7849383,0.84624517,0.74525476,1.7001145,1.5872209,1.1806512,1.3340868
Gm53,0.03413452,0.0,0.012913259,0.010750554,0.0314211,0.0,0.0924195,0.00539796
Hoxb9,0.028482605,0.075661965,0.027585305,0.06388458,0.07202962,0.0,0.1352821,0.010119914
Hoxb8,0.013835378,0.040166076,0.021791581,0.1158554,0.0744004,0.0,0.04709917,0.018407041
Hoxb7,0.018265001,0.024184465,0.0055110645,0.061635833,0.032145392,0.0021193195,0.13194531,0.014227416
Hoxb6,0.012390706,0.0,0.016375864,0.049523253,0.033905298,0.0,0.031474512,0.008520471
Hoxb5,0.0032219358,0.02408257,0.004828536,0.045303974,0.008801236,0.0,0.018204063,0.004041531
Hoxb4,0.0066586207,0.017133852,0.0,0.115581036,0.010650917,0.0,0.0034799713,0.009798746
Hoxb3,0.0,0.00814248,0.0,0.0376736,0.0,0.004803683,0.010516317,0.0016136338
Hoxb3os,0.001957118,0.0,0.008246096,0.0025646372,0.004450502,0.0,0.0,0.0009962398
Hoxb2,0.0,0.0,0.017539121,0.041818414,0.0016415232,0.0,0.0,0.013266837
Skap1,0.0,0.0,0.0,0.01726025,0.0015872589,0.0,0.0,0.0
Snx11,0.12007105,0.06269274,0.04648593,0.006768754,0.08903277,0.0590238,0.05790318,0.046077065
Cbx1,0.28593016,0.6414603,0.47001776,0.4767022,0.8374928,0.14446925,0.19118348,0.9110297
Nfe2l1,0.7564051,0.26521766,0.18228567,0.20590857,0.43918613,0.35094458,0.58144283,0.16417322
Copz2,0.0,0.0,0.11232928,0.009303163,0.0,0.0,0.0,0.0
Cdk5rap3,0.35095954,0.33135557,0.31046307,0.30128965,0.3428801,0.23244037,0.18389535,0.31012833
Gm11525,0.0020951568,0.005775621,0.0,0.0,0.0,0.0,0.0,0.0
Prr15l,1.2882181,1.2881182,0.76666945,1.1557649,0.874271,0.6316941,1.062074,0.77419454
Pnpo,0.14547732,0.30111682,0.1544837,0.16793333,0.09695304,0.19879228,0.057776097,0.16440144
Sp2,0.050071653,0.012481045,0.054885957,0.036739305,0.04900946,0.006621983,0.04743344,0.028920751
Sp6,0.0,0.0050211265,0.0,0.0,0.0034177543,0.0033022137,0.0,0.0055882144
Scrn2,0.20029339,0.112521335,0.16152997,0.098248236,0.3232809,0.21635261,0.12675007,0.29126358
Lrrc46,0.0,0.0,0.004537531,0.017405957,0.0,0.0,0.007809719,0.0020307272
Mrpl10,0.21269919,0.21219808,0.27516532,0.2881482,0.37923217,0.14899331,0.20657754,0.4065263
Osbpl7,0.1055024,0.045210116,0.02542294,0.030142888,0.026070638,0.027869415,0.040761303,0.024229312
Tbkbp1,0.0,0.0063917595,0.012605363,0.0076290127,0.0,0.0,0.0,0.007886971
Kpnb1,0.20631988,0.09074149,0.19286789,0.15569626,0.50903976,0.15610057,0.24311905,0.5085341
Npepps,0.5339382,0.4207987,0.4043345,0.5047254,0.56828517,0.5235448,0.57803553,0.6364558
Mrpl45,0.900618,0.52098703,0.6350173,0.31238827,0.9956057,0.43209034,0.6085232,0.9384018
Socs7,0.031209238,0.089661665,0.037153825,0.059261438,0.03699391,0.027881546,0.038474075,0.06119392
Arhgap23,0.0,0.0,0.0055790665,0.0,0.0036041075,0.0,0.0,0.0
E130012A19Rik,0.44383785,0.12646088,0.17948455,0.08738294,0.35746574,0.059713267,0.52961797,0.2843541
Mllt6,0.1379154,0.08645088,0.09669262,0.12126508,0.15424949,0.09841255,0.12924074,0.1567448
Cisd3,0.8538654,0.8739646,0.78313,0.50703275,1.2663938,1.2649498,1.4760109,1.1486788
Pcgf2,0.096738756,0.12249479,0.11115984,0.09668581,0.12198228,0.041362908,0.09003176,0.1280187
Psmb3,1.4517107,1.4849889,1.4042548,1.1048964,1.8777573,1.065812,1.2206652,1.8830327
Pip4k2b,0.01400723,0.0,0.026905956,0.03647286,0.031529732,0.0017240635,0.0029428788,0.038705274
Cwc25,0.062157862,0.06586446,0.10809192,0.079155214,0.04294408,0.043730706,0.04015429,0.053985685
1700001P01Rik,0.012396044,0.0,0.0,0.0,0.0,0.0,0.0,0.0012132598
Rpl23,2.4363616,3.0335155,3.186802,2.618764,3.0869925,2.4807296,2.289895,3.3577602
Lasp1,0.83920443,0.49134463,0.37251362,0.44187355,0.47331902,0.70547783,0.85098124,0.36975434
B230217C12Rik,0.00549767,0.012095514,0.0,0.00854095,0.0028107245,0.0,0.0025474492,0.0004935966
Fbxo47,0.0,0.0,0.006331699,0.0,0.0015421443,0.0,0.0,0.0036729653
Cacnb1,0.0,0.0,0.0,0.0148364715,0.0,0.0,0.0,0.0018634846
Rpl19,0.07103584,0.091818325,0.104529075,0.036434162,0.1415401,0.0485956,0.05827201,0.081237026
Stac2,0.14434768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fbxl20,0.12948374,0.12554622,0.084640995,0.08762012,0.08744718,0.081423976,0.0803867,0.05902064
Med1,0.10738593,0.111963466,0.09652454,0.0710579,0.16597027,0.082721815,0.107020006,0.20407659
Cdk12,0.15030123,0.18029884,0.21468587,0.17408569,0.18985705,0.13812564,0.14391783,0.3016564
Neurod2,0.0,0.0,0.0,0.29911578,0.0,0.0,0.0,0.0
Ppp1r1b,0.3830212,1.5049292,1.000671,0.39111272,1.0894616,0.2784999,0.30968466,1.5490954
Stard3,0.21199937,0.24518315,0.21169579,0.19824073,0.2067406,0.15707473,0.1715793,0.24172007
Pgap3,0.046940353,0.119950466,0.035566032,0.021377362,0.05761285,0.07344503,0.060803745,0.06629116
Erbb2,0.3186353,0.121091545,0.15327352,0.08783298,0.2366117,0.27452606,0.25745177,0.18704984
Mien1,1.060673,1.6734089,0.9124649,1.3374046,0.91681933,1.5576196,1.3278974,0.75937015
Grb7,0.35904288,0.46207118,0.40569648,0.41849253,0.2701149,0.21192512,0.18516667,0.3846125
Zpbp2,0.004403856,0.021464773,0.015752643,0.0,0.0075402297,0.0,0.0038056385,0.0057047554
Ormdl3,0.3640759,0.15469652,0.17536159,0.3584136,0.109299034,0.4001053,0.3373128,0.1043992
Gm12355,0.028331233,0.036470782,0.05865578,0.017632194,0.12187861,0.022171877,0.020554358,0.09633374
Gsdma,0.0,0.057440683,0.0,0.13140635,0.0,0.0,0.0,0.0
Psmd3,0.3679129,0.52656406,0.56031907,0.31058064,0.70941657,0.3156328,0.33368975,0.6822385
Med24,0.042765033,0.08669599,0.044293404,0.09072755,0.09376623,0.029733317,0.035015486,0.08929989
Thra,0.17303339,0.21780264,0.2070663,0.29369318,0.14731312,0.2545585,0.24481523,0.32268623
Nr1d1,0.11358108,0.015179766,0.04064755,0.05226149,0.032908894,0.13973552,0.15543947,0.022355251
Msl1,0.19894747,0.21021377,0.17380685,0.30299342,0.20805642,0.18575081,0.247388,0.223383
Gm12359,0.0022762245,0.0,0.0,0.017249526,0.011002135,0.019410495,0.01069601,0.00781017
Casc3,0.09040898,0.089063324,0.07543436,0.07405097,0.111940786,0.082627095,0.07568354,0.08836308
Rapgefl1,0.00197455,0.0,0.011011718,0.0090360595,0.010307932,0.01866854,0.009652977,0.011676277
Wipf2,0.12457408,0.066103645,0.086170524,0.1063516,0.10576478,0.1244696,0.17318156,0.08274038
Cdc6,0.0020204093,0.007579936,0.025908861,0.016939612,0.048679512,0.0053534675,0.00790175,0.07172235
Rara,0.0927741,0.037678298,0.12411023,0.059341036,0.11575336,0.12032573,0.107245795,0.12955424
Top2a,0.033416294,0.05285039,0.17573206,0.08664354,0.7031412,0.008832689,0.04299283,0.8025573
Igfbp4,0.039892014,0.056755647,0.32617977,0.17593251,0.19865827,0.011136796,0.1131126,0.5963044
Tns4,0.15032852,0.026305825,0.055329908,0.025460757,0.1500305,0.0,0.10521066,0.064100504
Smarce1,0.109939136,0.21615125,0.107954286,0.1343284,0.28950214,0.052619804,0.0738393,0.17797758
Krt222,0.012848157,0.0,0.0,0.010508555,0.0023713245,0.0019312198,0.002300029,0.0
Krt10,0.035888497,0.06997578,0.092035964,0.07184271,0.11894651,0.04735787,0.03627574,0.084317274
Gm11940,0.0016949618,0.012938318,0.008696413,0.0,0.010885975,0.005264389,0.0089386245,0.011778632
Krt12,0.0,0.0,0.0,0.0,0.0,0.002856328,0.0,0.0
Krt20,1.3225998,0.06438564,0.10761721,0.72877496,0.23933606,1.3459265,1.5978801,0.009849265
Krt23,0.056387555,1.2146103,0.34562722,0.20492703,0.23470676,0.17811364,0.46722695,0.41209492
Krt39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024130363
Krtap3-1,0.0,0.06140675,0.0,0.0,0.0,0.018059354,0.008618162,0.0
Krt31,0.0,0.0,0.015436683,0.0043597016,0.0,0.0,0.0,0.018007725
Krt32,0.0,0.0,0.0,0.006875809,0.001417752,0.0,0.0018516447,0.001639405
Krt35,0.0,0.0,0.0,0.0,0.0,0.0,0.002422562,0.0007650145
Krt13,0.0,0.0,0.0,0.0,0.0025719102,0.0,0.0030036734,0.0
Krt15,0.015301476,0.0,0.0,0.01982975,0.11367236,0.0,0.01936082,0.006385114
Krt19,2.4993174,1.0601203,2.3391938,1.2671964,3.3083987,2.3310082,3.1503904,2.8049693
Krt14,0.0,0.0,0.0,0.0,0.010752884,0.0,0.00229807,0.0021091453
Krt16,0.06399411,0.0,0.007407474,0.0,0.34405455,0.002856328,0.10326659,0.0
Krt42,0.0623203,0.0,0.0047830264,0.0,0.079449415,0.0,0.039096054,0.0018743392
Gm14206,0.009366195,0.0,0.0,0.0,0.009123097,0.0,0.006848153,0.0
Gm12349,0.0,0.0,0.0,0.0,0.0,0.0,0.0035043785,0.0
Eif1,2.2181914,2.5939677,2.1459262,2.488175,2.6565137,2.4406235,2.688234,2.4361873
Gast,0.0035198736,0.0,0.0,0.14490646,0.0,0.0,0.0,0.0
Hap1,0.004621421,0.38539898,0.015601661,0.28247887,0.008703884,0.0,0.004373092,0.042250644
Jup,0.59668964,0.5737424,0.38132355,0.34925625,0.41430977,0.5922198,0.7185307,0.38716516
P3h4,0.011222148,0.055876825,0.031958308,0.096834525,0.050006032,0.0018433541,0.01315485,0.04009209
Nt5c3b,0.018920552,0.16041318,0.11670327,0.22408265,0.17537266,0.0040298407,0.026067011,0.27395445
Klhl10,0.0,0.0,0.0,0.0,0.0026060445,0.0,0.0,0.0014467791
Klhl11,0.0,0.0,0.0041593774,0.0,0.0,0.0034384239,0.0053244424,0.003764618
Acly,0.24626647,0.23052236,0.2846377,0.6309504,0.33709216,0.118842915,0.16518006,0.38055286
Ttc25,0.004647074,0.0,0.0,0.02775422,0.0040649106,0.0,0.0,0.0019103336
Cnp,0.897547,0.4937668,0.23816179,0.12350831,0.462905,0.06643444,0.058587335,0.23137543
Dnajc7,0.6417551,0.5521288,0.38587263,0.48110166,0.76328886,0.38630322,0.47055158,0.5369622
Nkiras2,0.23100805,0.43736994,0.26851213,0.29636717,0.27560353,0.35317725,0.3725556,0.26823586
Dhx58,0.055130236,0.034566984,0.0,0.01341952,0.013818484,0.009705894,0.010318877,0.0075812973
Kat2a,0.022613812,0.035861183,0.054017607,0.04099648,0.11703156,0.012287102,0.01078027,0.1640307
Rab5c,0.69080156,0.6653081,0.47519463,0.47876823,0.61213034,0.63078797,0.63263667,0.5790143
Kcnh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0025081097,0.0
Ghdc,0.040770043,0.0028338507,0.025990939,0.039076522,0.037847836,0.03061139,0.045565598,0.021277495
Stat5b,0.0018937526,0.009688108,0.0,0.056912445,0.011196172,0.024114935,0.00984015,0.02000198
Stat5a,0.031845767,0.016105011,0.020364586,0.012027009,0.040565826,0.004228289,0.0058466117,0.011389157
Stat3,0.2715327,0.105047844,0.09412475,0.1902073,0.11521393,0.26702106,0.25248313,0.116938286
Ptrf,0.0,0.0,0.019969398,0.0,0.0020900418,0.0026829967,0.009672661,0.019836204
Atp6v0a1,0.17269494,0.17690602,0.072790235,0.18804938,0.061771274,0.24428917,0.19291453,0.079167575
Naglu,0.01959081,0.044155657,0.0370343,0.04580098,0.061565626,0.07515404,0.017834337,0.047109656
Coasy,0.1792229,0.25709835,0.16707273,0.17140572,0.3056409,0.1682717,0.13846439,0.27105442
Mlx,0.37358224,0.40998715,0.3635936,0.25523424,0.45674527,0.6173672,0.61754704,0.39658177
Psmc3ip,0.015680404,0.039273735,0.027501635,0.0053712344,0.093826376,0.006066552,0.0022214632,0.12326262
Fam134c,0.27533022,0.13911633,0.09738878,0.19212031,0.1335403,0.34868962,0.25195727,0.07563549
Tubg1,0.15944298,0.28000432,0.17753132,0.20088226,0.46126553,0.047845457,0.09293574,0.42667487
Tubg2,0.0022388918,0.13007365,0.004632542,0.027819432,0.0059490725,0.0037495429,0.0040838607,0.008028819
Plekhh3,0.06526965,0.07616319,0.076798074,0.0696947,0.17930163,0.16712968,0.19323292,0.0943941
Cntnap1,0.030974159,0.018365258,0.0,0.003844361,0.15554836,0.0053534675,0.017551592,0.004436339
Ccr10,0.012401676,0.010413285,0.0,0.0,0.04471545,0.0,0.0,0.0
Ezh1,0.13089156,0.038289405,0.039799295,0.060652588,0.0635127,0.057200495,0.071880676,0.043923225
Ramp2,0.009296683,0.0,0.0,0.035705186,0.0014980949,0.0,0.0,0.001661157
Vps25,0.06445964,0.076400846,0.01527864,0.01147168,0.06740346,0.04400436,0.072158955,0.04242324
Wnk4,0.00615605,0.024063556,0.08923716,0.09219468,0.018189732,0.0136000505,0.011790443,0.07416234
Coa3,1.4194244,1.0224909,1.1699165,1.2004062,1.5305406,1.5021303,1.225851,1.5868349
Cntd1,0.009189533,0.0,0.0062121474,0.0104758525,0.012719589,0.0111663295,0.0,0.014559635
Becn1,1.1210943,0.55918777,0.41701746,0.5056087,0.56789213,0.52217937,0.61979306,0.5564102
Psme3,0.7715752,0.24519606,0.3931032,0.19852659,0.7545685,0.35175607,0.38346314,0.8123617
Aoc2,0.047159392,0.016931776,0.029052949,0.014366195,0.023148905,0.015252679,0.022957278,0.01764545
Aoc3,0.022530274,0.0,0.0,0.0,0.0015274279,0.0,0.0,0.0
G6pc,0.08900971,0.032504432,0.0,0.0,0.017865984,0.09089398,0.05138613,0.0
Gm27029,0.0016732599,0.013976818,0.012057981,0.020128416,0.03150749,0.012606045,0.0057164696,0.0374506
Aarsd1,0.0152134085,0.0036752564,0.028999781,0.024380846,0.06115141,0.002393459,0.0,0.034929052
Ptges3l,0.032237697,0.06931722,0.055769593,0.069893986,0.061433733,0.024776658,0.022400998,0.077002466
Rundc1,0.06859429,0.094623655,0.04780819,0.15134247,0.067003295,0.06512144,0.052117467,0.059351802
Rpl27,0.00819451,0.009809411,0.0037825056,0.008342658,0.0142333135,0.0050166426,0.0,0.018272823
Ifi35,1.1769242,0.41358832,0.17279057,0.3034513,0.48380727,0.64856094,0.5777628,0.24644312
Gm11626,0.0037919283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vat1,0.49401942,0.24852185,0.2619896,0.41898644,0.3395112,0.8912485,0.6235658,0.43451223
Rnd2,0.050651275,0.058282547,0.060540587,0.12713276,0.0704314,0.4513989,0.18641627,0.14197077
Brca1,0.009706068,0.0028338507,0.009676676,0.0066400776,0.068918884,0.0088925585,0.0046755103,0.04300367
Nbr1,0.2983189,0.22212808,0.18444666,0.24359716,0.14829935,0.30404964,0.28157288,0.14938147
Tmem106a,0.3104598,0.03483115,0.034120183,0.18678509,0.109934464,0.5634285,0.5294834,0.042767536
Rdm1,0.13547873,0.054992262,0.07829319,0.04590977,0.04931714,0.033274036,0.14522451,0.114974916
Arl4d,0.0,0.0,0.0071760705,0.027776323,0.0014615462,0.044295087,0.038178843,0.0065935017
Dhx8,0.043939095,0.052460574,0.019476803,0.033910375,0.058435693,0.024018023,0.0352772,0.06222
Etv4,0.027643984,0.09440831,0.10064222,0.08629666,0.21876045,0.0029639145,0.0140611995,0.24636975
Sost,0.004221674,0.0,0.0,0.0,0.10181579,0.0,0.0,0.001487049
Dusp3,0.099742904,0.024710175,0.077060655,0.0561519,0.06292792,0.054607496,0.0785314,0.04610554
Mpp3,0.0062205056,0.0,0.083514705,0.02492299,0.009474757,0.01298398,0.019080939,0.059708875
E130111B04Rik,0.002231647,0.0,0.0,0.0,0.0,0.0,0.0,0.0014181349
Mpp2,0.0026022287,0.012511917,0.0054804184,0.030839505,0.009457128,0.0,0.0,0.01398267
Ppy,0.0,0.0,0.0,0.005490012,0.0,0.0,0.0,0.0
Pyy,0.0077085034,0.016544348,0.0,0.20617408,0.017157802,0.012550721,0.004545802,0.0006486784
Nags,0.12818575,0.09296027,0.06277338,0.0736547,0.15332048,0.23519672,0.14410646,0.12750399
Gm11586,0.004177164,0.0,0.0,0.0,0.0017756372,0.0107068075,0.009863678,0.0
Tmem101,0.081320584,0.35562083,0.10916735,0.21387924,0.21192642,0.02798692,0.052762855,0.17791456
Lsm12,0.2420809,0.22887264,0.28065822,0.18093237,0.3769497,0.1422879,0.30874112,0.53221565
G6pc3,0.251592,0.21391684,0.24629745,0.24827065,0.43001208,0.105062485,0.119238496,0.45755804
Hdac5,0.09485303,0.15837817,0.116115525,0.10059875,0.05553218,0.16127217,0.115588695,0.098556414
BC030867,0.0,0.028525745,0.022156747,0.0076290127,0.035922397,0.0,0.004980388,0.067264535
Asb16,0.0,0.0,0.0057998956,0.0,0.0052710036,0.0,0.006938947,0.028767066
Tmub2,0.12103837,0.2803264,0.09005948,0.13711789,0.13601793,0.09710409,0.113135286,0.08136651
Atxn7l3,0.09942845,0.10900735,0.06893667,0.08198391,0.072316244,0.13173239,0.11826736,0.11211573
Ubtf,0.20924787,0.30601788,0.28574982,0.2354495,0.27901414,0.17529447,0.1806404,0.47157207
Bloodlinc,0.0,0.0,0.0,0.0,0.001901077,0.0059425565,0.0,0.0
Rundc3a,0.005048991,0.038524806,0.036044106,0.73714316,0.0,0.0,0.0,0.0018700855
Slc25a39,0.69162226,0.5215914,0.76584965,0.7440788,0.7852116,0.93232155,0.8059575,0.91548145
Grn,0.40120965,0.32328486,0.35342827,0.30624336,0.31658104,0.32853997,0.33481058,0.37077677
Fam171a2,0.0,0.017670643,0.0,0.0,0.0017566069,0.0,0.0,0.008639858
Itga2b,0.011020018,0.0,0.0,0.009505698,0.0,0.0107331015,0.009433897,0.00090089533
Gpatch8,0.21014152,0.16623452,0.08395665,0.14070755,0.17641723,0.11202893,0.14685749,0.15352832
Gm11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0027077002,0.0
Fzd2,0.0020204093,0.019190097,0.020428225,0.012457275,0.017937368,0.0,0.009188419,0.036503073
Ccdc43,0.082205676,0.18388848,0.13882117,0.09757861,0.22741273,0.04218592,0.08916647,0.19369313
Eftud2,0.08988033,0.14397924,0.14933039,0.1254607,0.2835161,0.038658388,0.080634,0.2940975
Ccdc103,0.0,0.0,0.0064394134,0.00926213,0.0014189275,0.0,0.005459787,0.006590016
Kif18b,0.0,0.011230616,0.0071770055,0.0,0.0375639,0.0,0.0026477946,0.019596023
Dcakd,0.13858138,0.13029566,0.14043443,0.16173397,0.21201862,0.0403701,0.032805312,0.17599607
Nmt1,0.38744,0.0843638,0.17304108,0.18645757,0.31504992,0.15498523,0.21421055,0.20284852
Plcd3,0.0021455216,0.0060101217,0.008685196,0.015133116,0.0057310453,0.002697727,0.014395789,0.01964873
Acbd4,0.8430221,0.25293162,0.18760505,0.15086013,0.47565076,0.92575496,0.7999695,0.18517546
Hexim1,0.17236005,0.09771962,0.11019459,0.11894855,0.1584517,0.16397755,0.102707595,0.17149802
Hexim2,0.021017566,0.0632767,0.01563502,0.063315116,0.014294738,0.016793938,0.0035049634,0.023378626
Fmnl1,0.0,0.02350212,0.0,0.13520502,0.0039223516,0.003742831,0.0,0.00068392564
1700023F06Rik,0.009063073,0.009541069,0.011257847,0.22357117,0.014173426,0.0,0.0,0.0012478852
Map3k14,0.22634763,0.058035556,0.039926462,0.01114471,0.07183108,0.02335004,0.065333895,0.016621452
Arhgap27,0.14837784,0.12334931,0.09526875,0.055246703,0.13195384,0.320772,0.36112022,0.064554386
